sourceTypeID,modelYearID,fuelTypeID,engTechID,fuelEngFraction
11,1960,1,1,1
11,1961,1,1,1
11,1962,1,1,1
11,1963,1,1,1
11,1964,1,1,1
11,1965,1,1,1
11,1966,1,1,1
11,1967,1,1,1
11,1968,1,1,1
11,1969,1,1,1
11,1970,1,1,1
11,1971,1,1,1
11,1972,1,1,1
11,1973,1,1,1
11,1974,1,1,1
11,1975,1,1,1
11,1976,1,1,1
11,1977,1,1,1
11,1978,1,1,1
11,1979,1,1,1
11,1980,1,1,1
11,1981,1,1,1
11,1982,1,1,1
11,1983,1,1,1
11,1984,1,1,1
11,1985,1,1,1
11,1986,1,1,1
11,1987,1,1,1
11,1988,1,1,1
11,1989,1,1,1
11,1990,1,1,1
11,1991,1,1,1
11,1992,1,1,1
11,1993,1,1,1
11,1994,1,1,1
11,1995,1,1,1
11,1996,1,1,1
11,1997,1,1,1
11,1998,1,1,1
11,1999,1,1,1
11,2000,1,1,1
11,2001,1,1,1
11,2002,1,1,1
11,2003,1,1,1
11,2004,1,1,1
11,2005,1,1,1
11,2006,1,1,1
11,2007,1,1,1
11,2008,1,1,1
11,2009,1,1,1
11,2010,1,1,1
11,2011,1,1,1
11,2012,1,1,1
11,2013,1,1,1
11,2014,1,1,1
11,2015,1,1,1
11,2016,1,1,1
11,2017,1,1,1
11,2018,1,1,1
11,2019,1,1,1
11,2020,1,1,1
11,2021,1,1,1
11,2022,1,1,1
11,2023,1,1,1
11,2024,1,1,1
11,2025,1,1,1
11,2026,1,1,1
11,2027,1,1,1
11,2028,1,1,1
11,2029,1,1,1
11,2030,1,1,1
11,2031,1,1,1
11,2032,1,1,1
11,2033,1,1,1
11,2034,1,1,1
11,2035,1,1,1
11,2036,1,1,1
11,2037,1,1,1
11,2038,1,1,1
11,2039,1,1,1
11,2040,1,1,1
11,2041,1,1,1
11,2042,1,1,1
11,2043,1,1,1
11,2044,1,1,1
11,2045,1,1,1
11,2046,1,1,1
11,2047,1,1,1
11,2048,1,1,1
11,2049,1,1,1
11,2050,1,1,1
11,2051,1,1,1
11,2052,1,1,1
11,2053,1,1,1
11,2054,1,1,1
11,2055,1,1,1
11,2056,1,1,1
11,2057,1,1,1
11,2058,1,1,1
11,2059,1,1,1
11,2060,1,1,1
21,1960,1,1,0.993123089247742
21,1960,2,1,0.00687691075225852
21,1960,5,1,0
21,1960,9,30,0
21,1961,1,1,0.993123089247742
21,1961,2,1,0.00687691075225852
21,1961,5,1,0
21,1961,9,30,0
21,1962,1,1,0.993123089247742
21,1962,2,1,0.00687691075225852
21,1962,5,1,0
21,1962,9,30,0
21,1963,1,1,0.993123089247742
21,1963,2,1,0.00687691075225852
21,1963,5,1,0
21,1963,9,30,0
21,1964,1,1,0.993123089247742
21,1964,2,1,0.00687691075225852
21,1964,5,1,0
21,1964,9,30,0
21,1965,1,1,0.993123089247742
21,1965,2,1,0.00687691075225852
21,1965,5,1,0
21,1965,9,30,0
21,1966,1,1,0.993123089247742
21,1966,2,1,0.00687691075225852
21,1966,5,1,0
21,1966,9,30,0
21,1967,1,1,0.993123089247742
21,1967,2,1,0.00687691075225852
21,1967,5,1,0
21,1967,9,30,0
21,1968,1,1,0.993123089247742
21,1968,2,1,0.00687691075225852
21,1968,5,1,0
21,1968,9,30,0
21,1969,1,1,0.993123089247742
21,1969,2,1,0.00687691075225852
21,1969,5,1,0
21,1969,9,30,0
21,1970,1,1,0.993123089247742
21,1970,2,1,0.00687691075225852
21,1970,5,1,0
21,1970,9,30,0
21,1971,1,1,0.993123089247742
21,1971,2,1,0.00687691075225852
21,1971,5,1,0
21,1971,9,30,0
21,1972,1,1,0.993123089247742
21,1972,2,1,0.00687691075225852
21,1972,5,1,0
21,1972,9,30,0
21,1973,1,1,0.993123089247742
21,1973,2,1,0.00687691075225852
21,1973,5,1,0
21,1973,9,30,0
21,1974,1,1,0.993123089247742
21,1974,2,1,0.00687691075225852
21,1974,5,1,0
21,1974,9,30,0
21,1975,1,1,0.981979804960496
21,1975,2,1,0.0180201950395044
21,1975,5,1,0
21,1975,9,30,0
21,1976,1,1,0.983491195484292
21,1976,2,1,0.0165088045157077
21,1976,5,1,0
21,1976,9,30,0
21,1977,1,1,0.987068296245043
21,1977,2,1,0.0129317037549566
21,1977,5,1,0
21,1977,9,30,0
21,1978,1,1,0.984942703532235
21,1978,2,1,0.0150572964677654
21,1978,5,1,0
21,1978,9,30,0
21,1979,1,1,0.968833708280714
21,1979,2,1,0.0311662917192856
21,1979,5,1,0
21,1979,9,30,0
21,1980,1,1,0.953329286533452
21,1980,2,1,0.0466707134665481
21,1980,5,1,0
21,1980,9,30,0
21,1981,1,1,0.923598274357361
21,1981,2,1,0.0764017256426387
21,1981,5,1,0
21,1981,9,30,0
21,1982,1,1,0.893278136078444
21,1982,2,1,0.106721863921556
21,1982,5,1,0
21,1982,9,30,0
21,1983,1,1,0.922683484915492
21,1983,2,1,0.0773165150845079
21,1983,5,1,0
21,1983,9,30,0
21,1984,1,1,0.955646181324789
21,1984,2,1,0.0443538186752114
21,1984,5,1,0
21,1984,9,30,0
21,1985,1,1,0.966250913749633
21,1985,2,1,0.0337490862503666
21,1985,5,1,0
21,1985,9,30,0
21,1986,1,1,0.991117688770733
21,1986,2,1,0.0088823112292674
21,1986,5,1,0
21,1986,9,30,0
21,1987,1,1,0.987233064104778
21,1987,2,1,0.0127669358952218
21,1987,5,1,0
21,1987,9,30,0
21,1988,1,1,0.999740009037386
21,1988,2,1,2.59990962614462e-4
21,1988,5,1,0
21,1988,9,30,0
21,1989,1,1,0.999089361365166
21,1989,2,1,9.10638634833907e-4
21,1989,5,1,0
21,1989,9,30,0
21,1990,1,1,0.998935963622651
21,1990,2,1,0.00106403637734883
21,1990,5,1,0
21,1990,9,30,0
21,1991,1,1,0.997176674155675
21,1991,2,1,0.00282332584432526
21,1991,5,1,0
21,1991,9,30,0
21,1992,1,1,0.998834703027928
21,1992,2,1,0.00116529697207206
21,1992,5,1,0
21,1992,9,30,0
21,1993,1,1,0.999308276197829
21,1993,2,1,6.91723802170864e-4
21,1993,5,1,0
21,1993,9,30,0
21,1994,1,1,0.999849894884801
21,1994,2,1,1.50105115199433e-4
21,1994,5,1,0
21,1994,9,30,0
21,1995,1,1,0.99905735966442
21,1995,2,1,9.42640335579959e-4
21,1995,5,1,0
21,1995,9,30,0
21,1996,1,1,0.998756776387347
21,1996,2,1,0.00124322361265273
21,1996,5,1,0
21,1996,9,30,0
21,1997,1,1,0.999092612751782
21,1997,2,1,9.07387248217776e-4
21,1997,5,1,0
21,1997,9,30,0
21,1998,1,1,0.988774031716977
21,1998,2,1,0.00220740998020307
21,1998,5,1,0.00901855830281983
21,1998,9,30,0
21,1999,1,1,0.981177293773463
21,1999,2,1,0.00187866633855097
21,1999,5,1,0.0169440398879861
21,1999,9,30,0
21,2000,1,1,0.984431122767139
21,2000,2,1,0.003090696370657
21,2000,5,1,0.012478180862204
21,2000,9,30,0
21,2001,1,1,0.987243980187748
21,2001,2,1,0.00335311351327231
21,2001,5,1,0.00940290629897982
21,2001,9,30,0
21,2002,1,1,0.987424279709371
21,2002,2,1,0.00464386523768887
21,2002,5,1,0.00793185505293994
21,2002,9,30,0
21,2003,1,1,0.981632260306649
21,2003,2,1,0.00415837804104847
21,2003,5,1,0.0142093616523025
21,2003,9,30,0
21,2004,1,1,0.987101158220393
21,2004,2,1,0.00338024207769216
21,2004,5,1,0.00951859970191498
21,2004,9,30,0
21,2005,1,1,0.981213153552008
21,2005,2,1,0.00490924435148407
21,2005,5,1,0.0138776020965076
21,2005,9,30,0
21,2006,1,1,0.957516910428868
21,2006,2,1,0.00694575808883517
21,2006,5,1,0.0355373314822971
21,2006,9,30,0
21,2007,1,1,0.969238558627654
21,2007,2,1,4.68760444981306e-4
21,2007,5,1,0.0302926809273644
21,2007,9,30,0
21,2008,1,1,0.947838406635224
21,2008,2,1,6.90815844123356e-4
21,2008,5,1,0.0514707775206525
21,2008,9,30,0
21,2009,1,1,0.94664862459572
21,2009,2,1,0.00779469404968262
21,2009,5,1,0.0455566813545972
21,2009,9,30,0
21,2010,1,1,0.935703257714981
21,2010,2,1,0.010610908431914
21,2010,5,1,0.053685833853105
21,2010,9,30,0
21,2011,1,1,0.903063599556207
21,2011,2,1,0.011768984026482
21,2011,5,1,0.0851674164173107
21,2011,9,30,0
21,2012,1,1,0.939653324334994
21,2012,2,1,0.012605599620414
21,2012,5,1,0.0477410760445921
21,2012,9,30,0
21,2013,1,1,0.940198587058991
21,2013,2,1,0.0135391113801788
21,2013,5,1,0.0462623015608303
21,2013,9,30,0
21,2014,1,1,0.943653095249554
21,2014,2,1,0.0149854955328527
21,2014,5,1,0.0413614092175938
21,2014,9,30,0
21,2015,1,1,0.937509934359933
21,2015,2,1,0.0241704231190682
21,2015,5,1,0.0383196425209991
21,2015,9,30,0
21,2016,1,1,0.948632633324973
21,2016,2,1,0.00121049763125805
21,2016,5,1,0.0501568690437693
21,2016,9,30,0
21,2017,1,1,0.969770817268267
21,2017,2,1,2.59360958781805e-4
21,2017,5,1,0.0299698217729508
21,2017,9,30,0
21,2018,1,1,0.969330713510729
21,2018,2,1,0.00107594418483699
21,2018,5,1,0.0295933423044338
21,2018,9,30,0
21,2019,1,1,0.966789494225498
21,2019,2,1,0.00333744588284949
21,2019,5,1,0.0298730598916522
21,2019,9,30,0
21,2020,1,1,0.964274635164127
21,2020,2,1,0.00569708682703601
21,2020,5,1,0.0300282780088365
21,2020,9,30,0
21,2021,1,1,0.963105968933242
21,2021,2,1,0.00655680131649962
21,2021,5,1,0.0303372297502583
21,2021,9,30,0
21,2022,1,1,0.961665295715881
21,2022,2,1,0.0077876598644629
21,2022,5,1,0.0305470444196565
21,2022,9,30,0
21,2023,1,1,0.960221935102786
21,2023,2,1,0.00921855061421376
21,2023,5,1,0.0305595142830006
21,2023,9,30,0
21,2024,1,1,0.958598515823593
21,2024,2,1,0.0107306539574332
21,2024,5,1,0.0306708302189736
21,2024,9,30,0
21,2025,1,1,0.956390220848718
21,2025,2,1,0.0128157720062297
21,2025,5,1,0.0307940071450526
21,2025,9,30,0
21,2026,1,1,0.953849262049441
21,2026,2,1,0.0153046032720578
21,2026,5,1,0.0308461346785007
21,2026,9,30,0
21,2027,1,1,0.95023258537318
21,2027,2,1,0.0179722677800731
21,2027,5,1,0.0317951468467466
21,2027,9,30,0
21,2028,1,1,0.945359361671924
21,2028,2,1,0.021377501920932
21,2028,5,1,0.0332631364071437
21,2028,9,30,0
21,2029,1,1,0.941832606264559
21,2029,2,1,0.0234740465699166
21,2029,5,1,0.0346933471655244
21,2029,9,30,0
21,2030,1,1,0.937940584548215
21,2030,2,1,0.0256046740803115
21,2030,5,1,0.0364547413714732
21,2030,9,30,0
21,2031,1,1,0.937125401248607
21,2031,2,1,0.0258322634474172
21,2031,5,1,0.0370423353039755
21,2031,9,30,0
21,2032,1,1,0.936767776607108
21,2032,2,1,0.0257869714266108
21,2032,5,1,0.0374452519662817
21,2032,9,30,0
21,2033,1,1,0.936785948298975
21,2033,2,1,0.0250401091399229
21,2033,5,1,0.0381739425611025
21,2033,9,30,0
21,2034,1,1,0.935034967855434
21,2034,2,1,0.0256406548863118
21,2034,5,1,0.0393243772582542
21,2034,9,30,0
21,2035,1,1,0.935205375407469
21,2035,2,1,0.0250218971418805
21,2035,5,1,0.0397727274506503
21,2035,9,30,0
21,2036,1,1,0.935327812447973
21,2036,2,1,0.0243239467381516
21,2036,5,1,0.0403482408138753
21,2036,9,30,0
21,2037,1,1,0.935302445659024
21,2037,2,1,0.0240021395728652
21,2037,5,1,0.0406954147681105
21,2037,9,30,0
21,2038,1,1,0.935839743268536
21,2038,2,1,0.023463451475375
21,2038,5,1,0.0406968052560888
21,2038,9,30,0
21,2039,1,1,0.936632583007738
21,2039,2,1,0.0231020471889531
21,2039,5,1,0.0402653698033085
21,2039,9,30,0
21,2040,1,1,0.937353763625988
21,2040,2,1,0.0228626088293641
21,2040,5,1,0.0397836275446482
21,2040,9,30,0
21,2041,1,1,0.938666299316194
21,2041,2,1,0.0227017062299645
21,2041,5,1,0.038631994453841
21,2041,9,30,0
21,2042,1,1,0.940001684068161
21,2042,2,1,0.0224211380087438
21,2042,5,1,0.0375771779230951
21,2042,9,30,0
21,2043,1,1,0.941680068284375
21,2043,2,1,0.0221909271486759
21,2043,5,1,0.0361290045669489
21,2043,9,30,0
21,2044,1,1,0.942782869766544
21,2044,2,1,0.0220449661037973
21,2044,5,1,0.0351721641296583
21,2044,9,30,0
21,2045,1,1,0.943882526608971
21,2045,2,1,0.0217373617438387
21,2045,5,1,0.0343801116471906
21,2045,9,30,0
21,2046,1,1,0.945909131689813
21,2046,2,1,0.0218061773175216
21,2046,5,1,0.032284690992665
21,2046,9,30,0
21,2047,1,1,0.946865629294307
21,2047,2,1,0.0218139390562394
21,2047,5,1,0.0313204316494541
21,2047,9,30,0
21,2048,1,1,0.947432428521623
21,2048,2,1,0.0215753470666269
21,2048,5,1,0.0309922244117501
21,2048,9,30,0
21,2049,1,1,0.947634674837832
21,2049,2,1,0.021362159241399
21,2049,5,1,0.0310031659207689
21,2049,9,30,0
21,2050,1,1,0.94797586366634
21,2050,2,1,0.0209900627278066
21,2050,5,1,0.0310340736058534
21,2050,9,30,0
21,2051,1,1,0.94797586366634
21,2051,2,1,0.0209900627278066
21,2051,5,1,0.0310340736058534
21,2051,9,30,0
21,2052,1,1,0.94797586366634
21,2052,2,1,0.0209900627278066
21,2052,5,1,0.0310340736058534
21,2052,9,30,0
21,2053,1,1,0.94797586366634
21,2053,2,1,0.0209900627278066
21,2053,5,1,0.0310340736058534
21,2053,9,30,0
21,2054,1,1,0.94797586366634
21,2054,2,1,0.0209900627278066
21,2054,5,1,0.0310340736058534
21,2054,9,30,0
21,2055,1,1,0.94797586366634
21,2055,2,1,0.0209900627278066
21,2055,5,1,0.0310340736058534
21,2055,9,30,0
21,2056,1,1,0.94797586366634
21,2056,2,1,0.0209900627278066
21,2056,5,1,0.0310340736058534
21,2056,9,30,0
21,2057,1,1,0.94797586366634
21,2057,2,1,0.0209900627278066
21,2057,5,1,0.0310340736058534
21,2057,9,30,0
21,2058,1,1,0.94797586366634
21,2058,2,1,0.0209900627278066
21,2058,5,1,0.0310340736058534
21,2058,9,30,0
21,2059,1,1,0.94797586366634
21,2059,2,1,0.0209900627278066
21,2059,5,1,0.0310340736058534
21,2059,9,30,0
21,2060,1,1,0.94797586366634
21,2060,2,1,0.0209900627278066
21,2060,5,1,0.0310340736058534
21,2060,9,30,0
31,1960,1,1,0.98608000045646
31,1960,2,1,0.0139199995435406
31,1960,5,1,0
31,1960,9,30,0
31,1961,1,1,0.98608000045646
31,1961,2,1,0.0139199995435406
31,1961,5,1,0
31,1961,9,30,0
31,1962,1,1,0.98608000045646
31,1962,2,1,0.0139199995435406
31,1962,5,1,0
31,1962,9,30,0
31,1963,1,1,0.98608000045646
31,1963,2,1,0.0139199995435406
31,1963,5,1,0
31,1963,9,30,0
31,1964,1,1,0.98608000045646
31,1964,2,1,0.0139199995435406
31,1964,5,1,0
31,1964,9,30,0
31,1965,1,1,0.98608000045646
31,1965,2,1,0.0139199995435406
31,1965,5,1,0
31,1965,9,30,0
31,1966,1,1,0.98608000045646
31,1966,2,1,0.0139199995435406
31,1966,5,1,0
31,1966,9,30,0
31,1967,1,1,0.986080002808632
31,1967,2,1,0.0139199971913677
31,1967,5,1,0
31,1967,9,30,0
31,1968,1,1,0.986080000558727
31,1968,2,1,0.0139199994412722
31,1968,5,1,0
31,1968,9,30,0
31,1969,1,1,0.986080000456459
31,1969,2,1,0.0139199995435406
31,1969,5,1,0
31,1969,9,30,0
31,1970,1,1,0.986079997861397
31,1970,2,1,0.0139200021386019
31,1970,5,1,0
31,1970,9,30,0
31,1971,1,1,0.986080002936468
31,1971,2,1,0.0139199970635322
