yearID,sourceTypeID,VMT
2022,11,2419043
2022,21,182581581
2022,31,415705899
2022,32,34515510
2022,41,893343
2022,42,1691731
2022,43,2920997
2022,51,1016724
2022,52,21481240
2022,53,1645747
2022,54,1330062
2022,61,3998074
2022,62,13055112
