dayID,hourID,sourceTypeID,allocationFraction
2,2,53,0.0112626
2,3,53,0.027132544
2,4,53,0.036163507
2,5,53,0.04151581
2,6,53,0.059057348
2,7,53,0.04879916
2,8,53,0.053596296
2,9,53,0.061649605
2,10,53,0.071231046
2,11,53,0.085002126
2,12,53,0.090627218
2,13,53,0.082407108
2,14,53,0.076238522
2,15,53,0.042679108
2,16,53,0.030666986
2,17,53,0.027889758
2,18,53,0.016841917
2,19,53,0.025509452
2,20,53,0.018141426
2,21,53,0.011805492
2,22,53,0.028506082
2,23,53,0.018869963
2,24,53,0.017536061
5,1,53,0.002214997
5,2,53,0.001552641
5,3,53,0.002223881
5,4,53,0.003328957
5,5,53,0.003867126
5,6,53,0.005936467
5,7,53,0.007698837
5,8,53,0.015485348
5,9,53,0.040476166
5,10,53,0.053450102
5,11,53,0.086478982
5,12,53,0.105695723
5,13,53,0.106135571
5,14,53,0.107941439
5,15,53,0.103855616
5,16,53,0.096359912
5,17,53,0.083411172
5,18,53,0.07548188
5,19,53,0.048570747
5,20,53,0.022658276
5,21,53,0.012151463
5,22,53,0.008207143
5,23,53,0.003985048
5,24,53,0.002832506
2,1,61,0.028641443
2,2,61,0.017646529
2,3,61,0.031412698
2,4,61,0.016812439
2,5,61,0.022339206
2,6,61,0.028921147
2,7,61,0.045834414
2,8,61,0.037926639
2,9,61,0.056528854
2,10,61,0.075293868
2,11,61,0.077382753
2,12,61,0.080858822
2,13,61,0.065371883
2,14,61,0.048434162
2,15,61,0.07707999
2,16,61,0.054863019
2,17,61,0.032456148
2,18,61,0.01895796
2,19,61,0.031721546
2,20,61,0.022373709
2,21,61,0.018739891
2,22,61,0.041288981
2,23,61,0.032246118
2,24,61,0.03686778
5,1,61,0.041524387
5,2,61,0.041188086
5,3,61,0.040152184
5,4,61,0.023664663
5,5,61,0.021603254
5,6,61,0.02757318
5,7,61,0.038027735
5,8,61,0.037249354
5,9,61,0.0503001
5,10,61,0.046749849
5,11,61,0.055173375
5,12,61,0.053137911
5,13,61,0.051228897
5,14,61,0.049285254
5,15,61,0.050170467
5,16,61,0.055100369
5,17,61,0.048353724
5,18,61,0.039294848
5,19,61,0.030847401
5,20,61,0.037568744
5,21,61,0.036684914
5,22,61,0.04923414
5,23,61,0.044924262
5,24,61,0.030962901
2,1,62,0.028641443
2,2,62,0.017646529
2,3,62,0.031412698
2,4,62,0.016812439
2,5,62,0.022339206
2,6,62,0.028921147
2,7,62,0.045834414
2,8,62,0.037926639
2,9,62,0.056528854
2,10,62,0.075293868
2,11,62,0.077382753
2,12,62,0.080858822
2,13,62,0.065371883
2,14,62,0.048434162
2,15,62,0.07707999
2,16,62,0.054863019
2,17,62,0.032456148
2,18,62,0.01895796
2,19,62,0.031721546
2,20,62,0.022373709
2,21,62,0.018739891
2,22,62,0.041288981
2,23,62,0.032246118
2,24,62,0.03686778
5,1,62,0.041524387
5,2,62,0.041188086
5,3,62,0.040152184
5,4,62,0.023664663
5,5,62,0.021603254
5,6,62,0.02757318
5,7,62,0.038027735
5,8,62,0.037249354
5,9,62,0.0503001
5,10,62,0.046749849
5,11,62,0.055173375
5,12,62,0.053137911
5,13,62,0.051228897
5,14,62,0.049285254
5,15,62,0.050170467
5,16,62,0.055100369
5,17,62,0.048353724
5,18,62,0.039294848
5,19,62,0.030847401
5,20,62,0.037568744
5,21,62,0.036684914
5,22,62,0.04923414
5,23,62,0.044924262
5,24,62,0.030962901
