sourceTypeID,yearID,ageID,ageFraction
11,2022,0,0.021396114763211425
11,2022,1,0.03023384416387212
11,2022,2,0.02462005846822445
11,2022,3,0.029034237203867278
11,2022,4,0.02630700575573126
11,2022,5,0.02788148989073762
11,2022,6,0.031883303733878786
11,2022,7,0.03308291069388363
11,2022,8,0.0346105351820148
11,2022,9,0.03432000537138863
11,2022,10,0.03316725805825897
11,2022,11,0.024160833928847592
11,2022,12,0.0210680972350851
11,2022,13,0.0422111699051705
11,2022,14,0.04630670304206205
11,2022,15,0.05493824999647191
11,2022,16,0.05291391325146374
11,2022,17,0.04332642950080001
11,2022,18,0.03519159480326715
11,2022,19,0.04613800831331137
11,2022,20,0.03539777724951798
11,2022,21,0.028874914404491636
11,2022,22,0.024535711103849105
11,2022,23,0.01982163062820506
11,2022,24,0.015201269446311403
11,2022,25,0.011274431038170541
11,2022,26,0.010862066145668875
11,2022,27,0.008387876790658881
11,2022,28,0.007066434748778543
11,2022,29,0.005454462896272032
11,2022,30,0.07752459979031315
21,2022,0,0.0176870947603735
21,2022,1,0.026231584982776154
21,2022,2,0.03473809969307925
21,2022,3,0.04820041873237588
21,2022,4,0.053754337376937605
21,2022,5,0.06383683583937273
21,2022,6,0.06301086845120715
21,2022,7,0.06683690129523857
21,2022,8,0.06748248500093121
21,2022,9,0.0695806320444323
21,2022,10,0.06233680311143983
21,2022,11,0.044858573667613956
21,2022,12,0.0446876838631659
21,2022,13,0.03864957743933469
21,2022,14,0.039095789706504604
21,2022,15,0.034757087449129025
21,2022,16,0.025661952301282646
21,2022,17,0.021218817385633266
21,2022,18,0.015854776301569375
21,2022,19,0.012778759821504417
21,2022,20,0.009978065804161326
21,2022,21,0.007860931004610444
21,2022,22,0.006854579933971909
21,2022,23,0.005373534962088783
21,2022,24,0.003882996112180763
21,2022,25,0.0033228573087121446
21,2022,26,0.002705755237094175
21,2022,27,0.0027817062612933096
21,2022,28,0.0024209388963474195
21,2022,29,0.00180383682472945
21,2022,30,0.05111503928601767
31,2022,0,0.04914240071512568
31,2022,1,0.09058381580176314
31,2022,2,0.08274670163943797
31,2022,3,0.0989071032992201
31,2022,4,0.09044768726792622
31,2022,5,0.07561940054640531
31,2022,6,0.06953251039055476
31,2022,7,0.0630955754334093
31,2022,8,0.05274008339510124
31,2022,9,0.039866213480810306
31,2022,10,0.037347835604827406
31,2022,11,0.03462526492808915
31,2022,12,0.025018479825884125
31,2022,13,0.017482793131340713
31,2022,14,0.02526156649345004
31,2022,15,0.01996227714051306
31,2022,16,0.01772587979890663
31,2022,17,0.01626735979351113
31,2022,18,0.014186537919146886
31,2022,19,0.010034617637121032
31,2022,20,0.007059236826114214
31,2022,21,0.005299289352936979
31,2022,22,0.004326942682673313
31,2022,23,0.0036657469468940208
31,2022,24,0.002829528810467268
31,2022,25,0.002537824809388168
31,2022,26,0.001798841339987782
31,2022,27,0.0018960760070141486
31,2022,28,0.0015265842723139556
31,2022,29,9.820701369663027e-4
31,2022,30,0.009810977902960389
32,2022,0,0.05226531087107229
32,2022,1,0.07928742405728152
32,2022,2,0.07724747204215088
32,2022,3,0.10930662314249784
32,2022,4,0.07677373910972717
32,2022,5,0.08519458368403424
32,2022,6,0.07294520357422132
32,2022,7,0.07370897707751668
32,2022,8,0.0505830755600167
32,2022,9,0.044492223571711925
32,2022,10,0.0407023601123223
32,2022,11,0.0318367866626787
32,2022,12,0.02574593467437394
32,2022,13,0.01980010297150501
32,2022,14,0.028008251127172853
32,2022,15,0.017392766233270265
32,2022,16,0.01641629631133569
32,2022,17,0.012761785118352836
32,2022,18,0.010576812817786366
32,2022,19,0.007589394937808315
32,2022,20,0.006419564635292638
32,2022,21,0.005249734332776962
32,2022,22,0.003683515250070023
32,2022,23,0.0039058796877382927
32,2022,24,0.0015662190827069387
32,2022,25,0.0017112393681427665
32,2022,26,0.0012761785118352836
32,2022,27,0.0016048911588231595
32,2022,28,9.861379409636282e-4
32,2022,29,9.474658648474074e-4
32,2022,30,0.006815953415483901
41,2022,0,0.002783512613691406
41,2022,1,0.025079448649359563
41,2022,2,0.025079448649359563
41,2022,3,0.04458259369595735
41,2022,4,0.03622277747950416
41,2022,5,0.06686925135624654
41,2022,6,0.047366106309648756
41,2022,7,0.04458259369595735
41,2022,8,0.07801258018639114
41,2022,9,0.03343926486581276
41,2022,10,0.03343926486581276
41,2022,11,0.030646473876742377
41,2022,12,0.05294240991241054
41,2022,13,0.019503145046597784
41,2022,14,0.02228665766028919
41,2022,15,0.04179908108226594
41,2022,16,0.025079448649359563
41,2022,17,0.025079448649359563
41,2022,18,0.1281714774851103
41,2022,19,0.019503145046597784
41,2022,20,0.011143328830144595
41,2022,21,0.025079448649359563
41,2022,22,0.002783512613691406
41,2022,23,0.03343926486581276
41,2022,24,0
41,2022,25,0.00835981621645319
41,2022,26,0.002783512613691406
41,2022,27,0
41,2022,28,0.002783512613691406
41,2022,29,0
41,2022,30,0.03900629009319557
42,2022,0,0.07793681459762257
42,2022,1,0.042312841485200606
42,2022,2,0.020036610192897448
42,2022,3,0.11357078601852402
42,2022,4,0.08684530745284792
42,2022,5,0.13360739621142148
42,2022,6,0.04008321869427439
42,2022,7,0.02449585577474988
42,2022,8,0.02449585577474988
42,2022,9,0.006678870064299149
42,2022,10,0.15810325198617134
42,2022,11,0.07570719180669634
42,2022,12,0.07125794453332342
42,2022,13,0.07793681459762257
42,2022,14,0.01558736291952451
42,2022,15,0
42,2022,16,0.002229622790926213
42,2022,17,0.002229622790926213
42,2022,18,0
42,2022,19,0.004449247273372936
42,2022,20,0
42,2022,21,0.002229622790926213
42,2022,22,0
42,2022,23,0.002229622790926213
42,2022,24,0
42,2022,25,0
42,2022,26,0
42,2022,27,0
42,2022,28,0
42,2022,29,0
42,2022,30,0.017816985710450726
43,2022,0,0.0749749872540684
43,2022,1,0.07844226387948387
43,2022,2,0.09766811797659104
43,2022,3,0.11227742960053268
43,2022,4,0.08612676179367716
43,2022,5,0.1088198925161998
43,2022,6,0.05536929105473874
43,2022,7,0.0599858335279043
43,2022,8,0.0499833248360456
43,2022,9,0.043068250667379904
43,2022,10,0.03191647612777113
43,2022,11,0.03691286070315917
43,2022,12,0.02767977575682806
43,2022,13,0.019605696199329656
43,2022,14,0.019995277842634763
43,2022,15,0.021144543690384838
43,2022,16,0.01422946952171914
43,2022,17,0.012301040387358846
43,2022,18,0.010762192896303662
43,2022,19,0.005765808320915626
43,2022,20,0.0019186895932776663
43,2022,21,0.0026881133388052584
43,2022,22,7.694237455275921e-4
43,2022,23,7.694237455275921e-4
43,2022,24,0
43,2022,25,3.7984210222248213e-4
43,2022,26,0
43,2022,27,0
43,2022,28,0
43,2022,29,0
43,2022,30,3.7984210222248213e-4
51,2022,0,0.053646878474344524
51,2022,1,0.05066487215043
51,2022,2,0.1192022920069359
51,2022,3,0.07151942618042043
51,2022,4,0.05960114600346795
51,2022,5,0.10430200550606891
51,2022,6,0.05960114600346795
51,2022,7,0.047682865826515486
51,2022,8,0.03874659197347753
51,2022,9,0.07151942618042043
51,2022,10,0.06854716497521152
51,2022,11,0.020864299148696024
51,2022,12,0
51,2022,13,0.00893627385303795
51,2022,14,0.023836560353904936
51,2022,15,0.029800573001733974
51,2022,16,0.03874659197347753
51,2022,17,0.00893627385303795
51,2022,18,0.011918280176952468
51,2022,19,0.026818566677819455
51,2022,20,0.002982006323914518
51,2022,21,0.020864299148696024
51,2022,22,0.014900286500866987
