year,geoid,pollutant,sourcetype,regclass,fueltype,roadtype,emissions,vmt,sourcehours,vehicles,starts,idlehours,hoteld,hotelb,hotelo,by
2022,36109,106,52,47,3,3,7.452494464814663e-4,3017.3798828125,70.3010025024414,0.3098909854888916,1842.510009765625,NA,NA,NA,NA,1
2022,36109,106,52,47,3,4,3.560839832061902e-5,248.5679931640625,4.228280067443848,0.3098909854888916,1842.510009765625,NA,NA,NA,NA,1
2022,36109,106,52,47,3,5,6.392027135007083e-4,1241.3299560546875,51.33869934082031,0.3098909854888916,1842.510009765625,NA,NA,NA,NA,1
2022,36109,106,53,41,1,2,0,0,0,18.09779930114746,11101.2998046875,NA,NA,NA,NA,1
2022,36109,106,53,41,1,3,0.00263521820306777,350837,7587.2998046875,18.09779930114746,11101.2998046875,NA,NA,NA,NA,1
2022,36109,106,53,41,1,4,1.0604013368720187e-4,28901.5,502.0669860839844,18.09779930114746,11101.2998046875,NA,NA,NA,NA,1
2022,36109,106,53,41,1,5,0.00295035797171294,144332,5124.580078125,18.09779930114746,11101.2998046875,NA,NA,NA,NA,1
2022,36109,106,53,41,2,2,0,0,0,16.580699920654297,7634.93017578125,NA,NA,NA,NA,1
2022,36109,106,53,41,2,3,0.001867689890787,241289,5218.169921875,16.580699920654297,7634.93017578125,NA,NA,NA,NA,1
2022,36109,106,53,41,2,4,7.410396938212216e-5,19877.099609375,345.2969970703125,16.580699920654297,7634.93017578125,NA,NA,NA,NA,1
2022,36109,106,53,41,2,5,0.00212522293440997,99264.296875,3524.43994140625,16.580699920654297,7634.93017578125,NA,NA,NA,NA,1
2022,36109,106,53,42,1,2,0,0,0,8.8782196044921875,5525.43017578125,NA,NA,NA,NA,1
2022,36109,106,53,42,1,3,0.00250748242251575,174622,3776.419921875,8.8782196044921875,5525.43017578125,NA,NA,NA,NA,1
2022,36109,106,53,42,1,4,1.1402748350519688e-4,14385.099609375,249.89300537109375,8.8782196044921875,5525.43017578125,NA,NA,NA,NA,1
2022,36109,106,53,42,1,5,0.00242063123732805,71838.1015625,2550.64990234375,8.8782196044921875,5525.43017578125,NA,NA,NA,NA,1
2022,36109,106,53,42,2,2,0,0,0,7.030990123748779,3424.909912109375,NA,NA,NA,NA,1
2022,36109,106,53,42,2,3,0.00168738490901887,108238,2340.7900390625,7.030990123748779,3424.909912109375,NA,NA,NA,NA,1
2022,36109,106,53,42,2,4,7.545375410700217e-5,8916.5400390625,154.89500427246094,7.030990123748779,3424.909912109375,NA,NA,NA,NA,1
2022,36109,106,53,42,2,5,0.00166525051463395,44528.3984375,1581.010009765625,7.030990123748779,3424.909912109375,NA,NA,NA,NA,1
2022,36109,106,53,46,1,2,0,0,0,2.4256300926208496,1282.3699951171875,NA,NA,NA,NA,1
2022,36109,106,53,46,1,3,0.00199675955809652,40527,876.447998046875,2.4256300926208496,1282.3699951171875,NA,NA,NA,NA,1
2022,36109,106,53,46,1,4,9.875473915599288e-5,3338.56005859375,57.996299743652344,2.4256300926208496,1282.3699951171875,NA,NA,NA,NA,1
2022,36109,106,53,46,1,5,0.0017577123362571,16672.5,591.96697998046875,2.4256300926208496,1282.3699951171875,NA,NA,NA,NA,1
2022,36109,106,53,46,2,2,0,0,0,9.004650115966797,3204.25,NA,NA,NA,NA,1
2022,36109,106,53,46,2,3,0.005643414799124,101265,2189.97998046875,9.004650115966797,3204.25,NA,NA,NA,NA,1
2022,36109,106,53,46,2,4,2.921587729360908e-4,8342.0703125,144.91600036621094,9.004650115966797,3204.25,NA,NA,NA,NA,1
2022,36109,106,53,46,2,5,0.00481883063912391,41659.6015625,1479.1500244140625,9.004650115966797,3204.25,NA,NA,NA,NA,1
2022,36109,106,53,47,1,2,0,0,0,0.00324172992259264,0.41520199179649353,NA,NA,NA,NA,1
2022,36109,106,53,47,1,3,2.38406778407807e-6,13.121800422668455,0.2837750017642975,0.00324172992259264,0.41520199179649353,NA,NA,NA,NA,1
2022,36109,106,53,47,1,4,1.433048737453646e-7,1.080960035324097,0.01877789944410324,0.00324172992259264,0.41520199179649353,NA,NA,NA,NA,1
2022,36109,106,53,47,1,5,1.816983626667934e-6,5.398190021514893,0.19166600704193115,0.00324172992259264,0.41520199179649353,NA,NA,NA,NA,1
2022,36109,106,53,47,2,2,0,0,0,7.037169933319092,2477.10009765625,NA,NA,NA,NA,1
2022,36109,106,53,47,2,3,0.01754350401461124,78284.296875,1693,7.037169933319092,2477.10009765625,NA,NA,NA,NA,1
2022,36109,106,53,47,2,4,9.730586316436528e-4,6448.9599609375,112.02899932861328,7.037169933319092,2477.10009765625,NA,NA,NA,NA,1
2022,36109,106,53,47,2,5,0.01434029731899499,32205.599609375,1143.47998046875,7.037169933319092,2477.10009765625,NA,NA,NA,NA,1
2022,36109,106,54,41,1,2,0,0,0,55.12580108642578,9084.150390625,NA,NA,NA,NA,1
2022,36109,106,54,41,1,3,0.00171251758001744,173725,4047.580078125,55.12580108642578,9084.150390625,NA,NA,NA,NA,1
2022,36109,106,54,41,1,4,4.5886790758231655e-5,14311.2998046875,243.4429931640625,55.12580108642578,9084.150390625,NA,NA,NA,NA,1
2022,36109,106,54,41,1,5,0.00232777255587279,71469.203125,2955.830078125,55.12580108642578,9084.150390625,NA,NA,NA,NA,1
2022,36109,106,54,41,2,2,0,0,0,15.596699714660645,3046.639892578125,NA,NA,NA,NA,1
2022,36109,106,54,41,2,3,4.562399990390986e-4,58263.8984375,1357.47998046875,15.596699714660645,3046.639892578125,NA,NA,NA,NA,1
2022,36109,106,54,41,2,4,1.2703916581813246e-5,4799.7099609375,81.64579772949219,15.596699714660645,3046.639892578125,NA,NA,NA,NA,1
2022,36109,106,54,41,2,5,5.969191552139819e-4,23969.30078125,991.32501220703125,15.596699714660645,3046.639892578125,NA,NA,NA,NA,1
2022,36109,106,54,42,1,2,0,0,0,116.5530014038086,19698.099609375,NA,NA,NA,NA,1
2022,36109,106,54,42,1,3,0.01004966162145137,376707,8776.7998046875,116.5530014038086,19698.099609375,NA,NA,NA,NA,1
2022,36109,106,54,42,1,4,3.077476576436311e-4,31032.599609375,527.88299560546875,116.5530014038086,19698.099609375,NA,NA,NA,NA,1
2022,36109,106,54,42,1,5,0.01216863375157117,154974,6409.43017578125,116.5530014038086,19698.099609375,NA,NA,NA,NA,1
2022,36109,106,54,42,2,2,0,0,0,2.093950033187866,332.51800537109375,NA,NA,NA,NA,1
2022,36109,106,54,42,2,3,1.9048048125114292e-4,6359.06982421875,148.15899658203125,2.093950033187866,332.51800537109375,NA,NA,NA,NA,1
2022,36109,106,54,42,2,4,5.758176484960131e-6,523.85198974609375,8.911040306091309,2.093950033187866,332.51800537109375,NA,NA,NA,NA,1
2022,36109,106,54,42,2,5,2.3261191381607205e-4,2616.070068359375,108.1959991455078,2.093950033187866,332.51800537109375,NA,NA,NA,NA,1
2022,36109,106,54,46,1,2,0,0,0,45.24530029296875,8294.5,NA,NA,NA,NA,1
2022,36109,106,54,46,1,3,0.01410815119743347,158624,3695.739990234375,45.24530029296875,8294.5,NA,NA,NA,NA,1
2022,36109,106,54,46,1,4,6.819613627158105e-4,13067.2001953125,222.281005859375,45.24530029296875,8294.5,NA,NA,NA,NA,1
2022,36109,106,54,46,1,5,0.0117548257112503,65256.6015625,2698.889892578125,45.24530029296875,8294.5,NA,NA,NA,NA,1
2022,36109,106,54,46,2,2,0,0,0,20.323999404907227,3516.300048828125,NA,NA,NA,NA,1
2022,36109,106,54,46,2,3,0.00663246354088187,67245.703125,1566.739990234375,20.323999404907227,3516.300048828125,NA,NA,NA,NA,1
2022,36109,106,54,46,2,4,3.2958993688225746e-4,5539.6201171875,94.23200225830078,20.323999404907227,3516.300048828125,NA,NA,NA,NA,1
2022,36109,106,54,46,2,5,0.00540895294398069,27664.400390625,1144.1400146484375,20.323999404907227,3516.300048828125,NA,NA,NA,NA,1
2022,36109,106,54,47,1,2,0,0,0,0.28403300046920776,36.32699966430664,NA,NA,NA,NA,1
2022,36109,106,54,47,1,3,1.3338295684661716e-4,694.71697998046875,16.18600082397461,0.28403300046920776,36.32699966430664,NA,NA,NA,NA,1
2022,36109,106,54,47,1,4,6.8040162659599446e-6,57.22990036010742,0.973514974117279,0.28403300046920776,36.32699966430664,NA,NA,NA,NA,1
2022,36109,106,54,47,1,5,1.0977641795761885e-4,285.802001953125,11.820199966430664,0.28403300046920776,36.32699966430664,NA,NA,NA,NA,1
2022,36109,106,54,47,2,2,0,0,0,13.675700187683104,2529.050048828125,NA,NA,NA,NA,1
2022,36109,106,54,47,2,3,0.01055163145065307,48365.3984375,1126.8499755859375,13.675700187683104,2529.050048828125,NA,NA,NA,NA,1
2022,36109,106,54,47,2,4,4.88746038172394e-4,3984.2900390625,67.7750015258789,13.675700187683104,2529.050048828125,NA,NA,NA,NA,1
2022,36109,106,54,47,2,5,0.00913328770548105,19897.19921875,822.90802001953125,13.675700187683104,2529.050048828125,NA,NA,NA,NA,1
2022,36109,106,54,47,3,2,0,0,0,0.10175500065088272,22.01449966430664,NA,NA,NA,NA,1
2022,36109,106,54,47,3,3,1.0434356227051468e-4,421.0050048828125,9.808910369873049,0.10175500065088272,22.01449966430664,NA,NA,NA,NA,1
2022,36109,106,54,47,3,4,4.600352440320421e-6,34.68190002441406,0.5899580121040344,0.10175500065088272,22.01449966430664,NA,NA,NA,NA,1
2022,36109,106,54,47,3,5,9.288956061936916e-5,173.197998046875,7.163149833679199,0.10175500065088272,22.01449966430664,NA,NA,NA,NA,1
2022,36109,106,61,46,1,2,0,0,0,0.21501900255680084,15.62049961090088,NA,NA,NA,NA,1
2022,36109,106,61,46,1,3,2.726335333136376e-5,416.6709899902344,9.01103973388672,0.21501900255680084,15.62049961090088,NA,NA,NA,NA,1
2022,36109,106,61,46,1,4,3.5091525205643848e-6,98.714996337890625,1.714840054512024,0.21501900255680084,15.62049961090088,NA,NA,NA,NA,1
2022,36109,106,61,46,1,5,1.0901593668677378e-5,78.129302978515625,2.7740299701690674,0.21501900255680084,15.62049961090088,NA,NA,NA,NA,1
2022,36109,106,61,46,2,2,0,0,0,7.71835994720459,9266.080078125,NA,NA,NA,NA,1
2022,36109,106,61,46,2,3,0.00731287570670247,247168,5345.330078125,7.71835994720459,9266.080078125,NA,NA,NA,NA,1
2022,36109,106,61,46,2,4,7.515117176808417e-4,58557.6015625,1017.239990234375,7.71835994720459,9266.080078125,NA,NA,NA,NA,1
2022,36109,106,61,46,2,5,0.0035850026179105,46346.30078125,1645.550048828125,7.71835994720459,9266.080078125,NA,NA,NA,NA,1
2022,36109,106,61,47,1,2,0,0,0,0.1878730058670044,502.3259887695313,NA,NA,NA,NA,1
2022,36109,106,61,47,1,3,0.00207127584144473,13399.2998046875,289.7770080566406,0.1878730058670044,502.3259887695313,NA,NA,NA,NA,1
2022,36109,106,61,47,1,4,2.5319759151898324e-4,3174.47998046875,55.14590072631836,0.1878730058670044,502.3259887695313,NA,NA,NA,NA,1
2022,36109,106,61,47,1,5,9.128691162914038e-4,2512.489990234375,89.20719909667969,0.1878730058670044,502.3259887695313,NA,NA,NA,NA,1
2022,36109,106,61,47,2,2,0,0,0,53.74449920654297,92959.203125,NA,NA,NA,NA,1
2022,36109,106,61,47,2,3,0.3774908781051636,2479640,53625.3984375,53.74449920654297,92959.203125,NA,NA,NA,NA,1
2022,36109,106,61,47,2,4,0.0463089756667614,587462,10205.2001953125,53.74449920654297,92959.203125,NA,NA,NA,NA,1
2022,36109,106,61,47,2,5,0.1657225638628006,464955,16508.5,53.74449920654297,92959.203125,NA,NA,NA,NA,1
2022,36109,106,61,49,2,2,0,0,0,1.134310007095337,2480.830078125,NA,NA,NA,NA,1
2022,36109,106,61,49,2,3,0.01265221834182739,66175.1015625,1431.1199951171875,1.134310007095337,2480.830078125,NA,NA,NA,NA,1
2022,36109,106,61,49,2,4,0.00174957723356783,15677.7998046875,272.3489990234375,1.134310007095337,2480.830078125,NA,NA,NA,NA,1
2022,36109,106,61,49,2,5,0.00476213870570063,12408.400390625,440.5679931640625,1.134310007095337,2480.830078125,NA,NA,NA,NA,1
2022,36109,106,62,46,2,2,0,0,0,1.4999200105667114,228.89100646972656,172.11900329589844,17.64459991455078,0,48.77799987792969,1
2022,36109,106,62,46,2,3,0.00356542551890015,138879,3003.429931640625,1.4999200105667114,228.89100646972656,172.11900329589844,17.64459991455078,0,48.77799987792969,1
2022,36109,106,62,46,2,4,3.405083261895925e-4,32902.30078125,571.5670166015625,1.4999200105667114,228.89100646972656,172.11900329589844,17.64459991455078,0,48.77799987792969,1
2022,36109,106,62,46,2,5,0.00184223765973001,26041,924.5989990234376,1.4999200105667114,228.89100646972656,172.11900329589844,17.64459991455078,0,48.77799987792969,1
2022,36109,106,62,47,2,2,0,0,0,85.10050201416016,14557.2001953125,10539,1374.3199462890625,0,3257.639892578125,1
2022,36109,106,62,47,2,3,1.2758811712265017,8832530,191015,85.10050201416016,14557.2001953125,10539,1374.3199462890625,0,3257.639892578125,1
2022,36109,106,62,47,2,4,0.1552748680114746,2092550,36351,85.10050201416016,14557.2001953125,10539,1374.3199462890625,0,3257.639892578125,1
2022,36109,106,62,47,2,5,0.5638476014137268,1656180,58803.5,85.10050201416016,14557.2001953125,10539,1374.3199462890625,0,3257.639892578125,1
2022,36109,106,62,49,2,2,0,0,0,1.399549961090088,319.3890075683594,243.2209930419922,23.06319999694824,0,66.57099914550781,1
2022,36109,106,62,49,2,3,0.03574376180768013,193788,4190.91015625,1.399549961090088,319.3890075683594,243.2209930419922,23.06319999694824,0,66.57099914550781,1
2022,36109,106,62,49,2,4,0.00490676192566752,45911,797.54901123046875,1.399549961090088,319.3890075683594,243.2209930419922,23.06319999694824,0,66.57099914550781,1
2022,36109,106,62,49,2,5,0.01367361936718225,36336.8984375,1290.1600341796875,1.399549961090088,319.3890075683594,243.2209930419922,23.06319999694824,0,66.57099914550781,1
2022,36109,107,11,10,1,2,0,0,0,2175,145826,NA,NA,NA,NA,1
2022,36109,107,11,10,1,3,0.00631171278655529,1496500,30706.400390625,2175,145826,NA,NA,NA,NA,1
2022,36109,107,11,10,1,4,4.5066673192195594e-4,122652,2070.5,2175,145826,NA,NA,NA,NA,1
2022,36109,107,11,10,1,5,0.00492223817855119,799891,37240.5,2175,145826,NA,NA,NA,NA,1
2022,36109,107,21,20,1,2,0,0,0,19064.099609375,24522100,NA,NA,NA,NA,1
2022,36109,107,21,20,1,3,0.8181518912315369,97024800,1990830,19064.099609375,24522100,NA,NA,NA,NA,1
2022,36109,107,21,20,1,4,0.09742745012044908,13263700,223906,19064.099609375,24522100,NA,NA,NA,NA,1
2022,36109,107,21,20,1,5,0.8623380661010742,70071696,3262330,19064.099609375,24522100,NA,NA,NA,NA,1
2022,36109,107,21,20,2,2,0,0,0,107.31700134277344,106390,NA,NA,NA,NA,1
2022,36109,107,21,20,2,3,0.0035495744086802,420945,8637.2900390625,107.31700134277344,106390,NA,NA,NA,NA,1
2022,36109,107,21,20,2,4,4.2269116966053e-4,57544.8984375,971.4199829101564,107.31700134277344,106390,NA,NA,NA,NA,1
2022,36109,107,21,20,2,5,0.00374127738177776,304008,14153.7001953125,107.31700134277344,106390,NA,NA,NA,NA,1
2022,36109,107,21,20,5,2,0,0,0,0.11513900011777878,163.37399291992188,NA,NA,NA,NA,1
2022,36109,107,21,20,5,3,5.450774551718496e-6,646.40899658203125,13.263500213623049,0.11513900011777878,163.37399291992188,NA,NA,NA,NA,1
2022,36109,107,21,20,5,4,6.490915893664351e-7,88.36669921875,1.491729974746704,0.11513900011777878,163.37399291992188,NA,NA,NA,NA,1
2022,36109,107,21,20,5,5,5.745157523051603e-6,466.8389892578125,21.734600067138672,0.11513900011777878,163.37399291992188,NA,NA,NA,NA,1
2022,36109,107,21,20,9,2,0,0,0,118.50399780273438,195462,NA,NA,NA,NA,1
2022,36109,107,21,20,9,3,0.00652135023847222,773369,15868.599609375,118.50399780273438,195462,NA,NA,NA,NA,1
2022,36109,107,21,20,9,4,7.765782647766173e-4,105723,1784.7099609375,118.50399780273438,195462,NA,NA,NA,NA,1
2022,36109,107,21,20,9,5,0.00687354989349842,558530,26003.5,118.50399780273438,195462,NA,NA,NA,NA,1
2022,36109,107,31,30,1,2,0,0,0,34137.5,46711300,NA,NA,NA,NA,1
2022,36109,107,31,30,1,3,1.8157269954681396,215327008,4418260,34137.5,46711300,NA,NA,NA,NA,1
2022,36109,107,31,30,1,4,0.21622054278850555,29436100,496913,34137.5,46711300,NA,NA,NA,NA,1
2022,36109,107,31,30,1,5,1.913788676261902,155510000,7240080,34137.5,46711300,NA,NA,NA,NA,1
2022,36109,107,31,30,2,2,0,0,0,228.11599731445313,237701,NA,NA,NA,NA,1
2022,36109,107,31,30,2,3,0.00923974905163049,1095740,22483.30078125,228.11599731445313,237701,NA,NA,NA,NA,1
2022,36109,107,31,30,2,4,0.00110028963536024,149793,2528.659912109375,228.11599731445313,237701,NA,NA,NA,NA,1
2022,36109,107,31,30,2,5,0.00973875354975462,791351,36842.8984375,228.11599731445313,237701,NA,NA,NA,NA,1
2022,36109,107,31,30,5,2,0,0,0,0.9795339703559875,1412,NA,NA,NA,NA,1
2022,36109,107,31,30,5,3,5.488649912877008e-5,6508.990234375,133.5570068359375,0.9795339703559875,1412,NA,NA,NA,NA,1
2022,36109,107,31,30,5,4,6.536000000778586e-6,889.8070068359375,15.020899772644045,0.9795339703559875,1412,NA,NA,NA,NA,1
2022,36109,107,31,30,5,5,5.78506151214242e-5,4700.830078125,218.8560028076172,0.9795339703559875,1412,NA,NA,NA,NA,1
2022,36109,107,31,30,9,2,0,0,0,62.99580001831055,103337,NA,NA,NA,NA,1
2022,36109,107,31,30,9,3,0.0040168329142034,476358,9774.2900390625,62.99580001831055,103337,NA,NA,NA,NA,1
2022,36109,107,31,30,9,4,4.783336480613798e-4,65120.1015625,1099.2900390625,62.99580001831055,103337,NA,NA,NA,NA,1
2022,36109,107,31,30,9,5,0.00423376820981502,344028,16016.900390625,62.99580001831055,103337,NA,NA,NA,NA,1
2022,36109,107,31,41,1,2,0,0,0,623.666015625,739870,NA,NA,NA,NA,1
2022,36109,107,31,41,1,3,0.03970503062009811,3410620,69981.703125,623.666015625,739870,NA,NA,NA,NA,1
2022,36109,107,31,41,1,4,0.00472742691636085,466245,7870.72021484375,623.666015625,739870,NA,NA,NA,NA,1
2022,36109,107,31,41,1,5,0.04185321554541588,2463160,114677,623.666015625,739870,NA,NA,NA,NA,1
2022,36109,107,31,41,2,2,0,0,0,601.76397705078125,716869,NA,NA,NA,NA,1
2022,36109,107,31,41,2,3,0.03847066313028335,3304580,67806.1015625,601.76397705078125,716869,NA,NA,NA,NA,1
2022,36109,107,31,41,2,4,0.00458045583218336,451750,7626.02978515625,601.76397705078125,716869,NA,NA,NA,NA,1
2022,36109,107,31,41,2,5,0.04055215790867805,2386580,111112,601.76397705078125,716869,NA,NA,NA,NA,1
2022,36109,107,31,41,9,2,0,0,0,1.0246000289916992,1749.56005859375,NA,NA,NA,NA,1
2022,36109,107,31,41,9,3,9.388947364641352e-5,8065,165.48399353027344,1.0246000289916992,1749.56005859375,NA,NA,NA,NA,1
2022,36109,107,31,41,9,4,1.1178868589922786e-5,1102.52001953125,18.6117000579834,1.0246000289916992,1749.56005859375,NA,NA,NA,NA,1
2022,36109,107,31,41,9,5,9.896946721710263e-5,5824.58984375,271.17498779296875,1.0246000289916992,1749.56005859375,NA,NA,NA,NA,1
2022,36109,107,32,30,1,2,0,0,0,2185.159912109375,3197860,NA,NA,NA,NA,1
2022,36109,107,32,30,1,3,0.13053789734840393,13969100,325463,2185.159912109375,3197860,NA,NA,NA,NA,1
2022,36109,107,32,30,1,4,0.01449770666658878,1909640,32484,2185.159912109375,3197860,NA,NA,NA,NA,1
2022,36109,107,32,30,1,5,0.11734874546527864,10088600,417243,2185.159912109375,3197860,NA,NA,NA,NA,1
2022,36109,107,32,30,2,2,0,0,0,23.835399627685547,24870.69921875,NA,NA,NA,NA,1
2022,36109,107,32,30,2,3,0.00101523415651172,108642,2531.22998046875,23.835399627685547,24870.69921875,NA,NA,NA,NA,1
2022,36109,107,32,30,2,4,1.1275320866843686e-4,14851.7998046875,252.63800048828125,23.835399627685547,24870.69921875,NA,NA,NA,NA,1
2022,36109,107,32,30,2,5,9.12653049454093e-4,78462,3245.030029296875,23.835399627685547,24870.69921875,NA,NA,NA,NA,1
2022,36109,107,32,30,5,2,0,0,0,0.22839200496673584,347.3330078125,NA,NA,NA,NA,1
2022,36109,107,32,30,5,3,1.417825751559576e-5,1517.25,35.34989929199219,0.22839200496673584,347.3330078125,NA,NA,NA,NA,1
2022,36109,107,32,30,5,4,1.5746516055514803e-6,207.41400146484375,3.5282299518585205,0.22839200496673584,347.3330078125,NA,NA,NA,NA,1
2022,36109,107,32,30,5,5,1.2745694220939184e-5,1095.760009765625,45.318599700927734,0.22839200496673584,347.3330078125,NA,NA,NA,NA,1
2022,36109,107,32,30,9,2,0,0,0,3.7639598846435542,6385.52001953125,NA,NA,NA,NA,1
2022,36109,107,32,30,9,3,2.6066022110171616e-4,27893.69921875,649.88897705078125,3.7639598846435542,6385.52001953125,NA,NA,NA,NA,1
2022,36109,107,32,30,9,4,2.894911631301511e-5,3813.18994140625,64.8644027709961,3.7639598846435542,6385.52001953125,NA,NA,NA,NA,1
2022,36109,107,32,30,9,5,2.34322709729895e-4,20145,833.156005859375,3.7639598846435542,6385.52001953125,NA,NA,NA,NA,1
2022,36109,107,32,41,1,2,0,0,0,592.37298583984375,834994,NA,NA,NA,NA,1
2022,36109,107,32,41,1,3,0.04706152528524399,3647490,84981.796875,592.37298583984375,834994,NA,NA,NA,NA,1
2022,36109,107,32,41,1,4,0.00522559462115168,498626,8481.900390625,592.37298583984375,834994,NA,NA,NA,NA,1
2022,36109,107,32,41,1,5,0.04230692237615585,2634230,108946,592.37298583984375,834994,NA,NA,NA,NA,1
2022,36109,107,32,41,2,2,0,0,0,138.21099853515625,185338,NA,NA,NA,NA,1
2022,36109,107,32,41,2,3,0.01044589839875698,809606,18862.80078125,138.21099853515625,185338,NA,NA,NA,NA,1
2022,36109,107,32,41,2,4,0.00115988496690988,110677,1882.6700439453125,138.21099853515625,185338,NA,NA,NA,NA,1
2022,36109,107,32,41,2,5,0.00939057860523462,584702,24182.099609375,138.21099853515625,185338,NA,NA,NA,NA,1
2022,36109,107,32,41,9,2,0,0,0,0.4256590008735657,770.9949951171875,NA,NA,NA,NA,1
2022,36109,107,32,41,9,3,4.345443085185252e-5,3367.909912109375,78.46820068359375,0.4256590008735657,770.9949951171875,NA,NA,NA,NA,1
2022,36109,107,32,41,9,4,4.825059022550704e-6,460.4070129394531,7.831789970397949,0.4256590008735657,770.9949951171875,NA,NA,NA,NA,1
2022,36109,107,32,41,9,5,3.906425627064891e-5,2432.330078125,100.59600067138672,0.4256590008735657,770.9949951171875,NA,NA,NA,NA,1
2022,36109,107,41,42,1,2,0,0,0,11.094799995422363,24741.19921875,NA,NA,NA,NA,1
2022,36109,107,41,42,1,3,0.00317904353141784,227526,5301.06982421875,11.094799995422363,24741.19921875,NA,NA,NA,NA,1
2022,36109,107,41,42,1,4,1.6184133710339663e-4,14260.2001953125,242.572998046875,11.094799995422363,24741.19921875,NA,NA,NA,NA,1
2022,36109,107,41,42,1,5,0.00266476022079587,153230,6337.27978515625,11.094799995422363,24741.19921875,NA,NA,NA,NA,1
2022,36109,107,41,42,2,2,0,0,0,1.1499099731445313,1994.449951171875,NA,NA,NA,NA,1
2022,36109,107,41,42,2,3,2.5627081049606204e-4,18341.5,427.3330078125,1.1499099731445313,1994.449951171875,NA,NA,NA,NA,1
2022,36109,107,41,42,2,4,1.3046404092165176e-5,1149.550048828125,19.554500579833984,1.1499099731445313,1994.449951171875,NA,NA,NA,NA,1
2022,36109,107,41,42,2,5,2.1481289877556264e-4,12352.2001953125,510.864013671875,1.1499099731445313,1994.449951171875,NA,NA,NA,NA,1
2022,36109,107,41,46,1,2,0,0,0,0.01442150026559829,25.912399291992188,NA,NA,NA,NA,1
2022,36109,107,41,46,1,3,3.871030457958113e-6,238.29600524902344,5.5520100593566895,0.01442150026559829,25.912399291992188,NA,NA,NA,NA,1
2022,36109,107,41,46,1,4,1.9708112120042642e-7,14.935199737548828,0.25405600666999817,0.01442150026559829,25.912399291992188,NA,NA,NA,NA,1
2022,36109,107,41,46,1,5,3.2449506761622615e-6,160.48300170898438,6.637249946594238,0.01442150026559829,25.912399291992188,NA,NA,NA,NA,1
2022,36109,107,41,46,2,2,0,0,0,1.9008699655532837,3309.27001953125,NA,NA,NA,NA,1
2022,36109,107,41,46,2,3,4.943700041621923e-4,30432.80078125,709.0469970703125,1.9008699655532837,3309.27001953125,NA,NA,NA,NA,1
2022,36109,107,41,46,2,4,2.5169292712234892e-5,1907.3699951171875,32.445499420166016,1.9008699655532837,3309.27001953125,NA,NA,NA,NA,1
2022,36109,107,41,46,2,5,4.144128179177642e-4,20495.30078125,847.64398193359375,1.9008699655532837,3309.27001953125,NA,NA,NA,NA,1
2022,36109,107,41,47,1,2,0,0,0,0.02484910003840923,49.933101654052734,NA,NA,NA,NA,1
2022,36109,107,41,47,1,3,1.5976347640389577e-5,459.1950073242187,10.698699951171877,0.02484910003840923,49.933101654052734,NA,NA,NA,NA,1
2022,36109,107,41,47,1,4,8.133943651955633e-7,28.780000686645508,0.4895650148391723,0.02484910003840923,49.933101654052734,NA,NA,NA,NA,1
2022,36109,107,41,47,1,5,1.339208938588854e-5,309.2489929199219,12.789999961853027,0.02484910003840923,49.933101654052734,NA,NA,NA,NA,1
2022,36109,107,41,47,2,2,0,0,0,11.039299964904783,19812.80078125,NA,NA,NA,NA,1
2022,36109,107,41,47,2,3,0.00633921520784497,182203,4245.10986328125,11.039299964904783,19812.80078125,NA,NA,NA,NA,1
2022,36109,107,41,47,2,4,3.2274459954351187e-4,11419.599609375,194.2530059814453,11.039299964904783,19812.80078125,NA,NA,NA,NA,1
2022,36109,107,41,47,2,5,0.00531379040330648,122706,5074.89990234375,11.039299964904783,19812.80078125,NA,NA,NA,NA,1
2022,36109,107,41,47,3,2,0,0,0,2.9257900714874268,4377.27978515625,NA,NA,NA,NA,1
2022,36109,107,41,47,3,3,7.524684770032763e-4,40254.6015625,937.8809814453124,2.9257900714874268,4377.27978515625,NA,NA,NA,NA,1
2022,36109,107,41,47,3,4,3.830509740510024e-5,2522.949951171875,42.91669845581055,2.9257900714874268,4377.27978515625,NA,NA,NA,NA,1
2022,36109,107,41,47,3,5,6.307699950411916e-4,27109.80078125,1121.2099609375,2.9257900714874268,4377.27978515625,NA,NA,NA,NA,1
2022,36109,107,42,42,1,2,0,0,0,11.652099609375,26124.900390625,NA,NA,NA,NA,1
2022,36109,107,42,42,1,3,0.00355522916652262,254450,5928.3701171875,11.652099609375,26124.900390625,NA,NA,NA,NA,1
2022,36109,107,42,42,1,4,1.8099289445672184e-4,15947.599609375,271.27801513671875,11.652099609375,26124.900390625,NA,NA,NA,NA,1
2022,36109,107,42,42,1,5,0.00298009836114943,171362,7087.2001953125,11.652099609375,26124.900390625,NA,NA,NA,NA,1
2022,36109,107,42,42,2,2,0,0,0,1.0703699588775637,1893.3399658203125,NA,NA,NA,NA,1
2022,36109,107,42,42,2,3,2.5765644386410713e-4,18440.599609375,429.6449890136719,1.0703699588775637,1893.3399658203125,NA,NA,NA,NA,1
2022,36109,107,42,42,2,4,1.3117062735545916e-5,1155.77001953125,19.660200119018555,1.0703699588775637,1893.3399658203125,NA,NA,NA,NA,1
2022,36109,107,42,42,2,5,2.1597473823931068e-4,12419,513.62799072265625,1.0703699588775637,1893.3399658203125,NA,NA,NA,NA,1
2022,36109,107,42,46,1,2,0,0,0,0.00476848985999822,8.827750205993652,NA,NA,NA,NA,1
