yearID,sourceTypeID,salesGrowthFactor,sourceTypePopulation,migrationrate
2020,11,0,8055819.9,1
2020,21,0,114183864,1
2020,31,0,126495020,1
2020,32,0,14811459,1
2020,41,0,342981,1
2020,42,0,111650,1
2020,43,0,486875,1
2020,51,0,60729,1
2020,52,0,8552112,1
2020,53,0,377185,1
2020,54,0,848423,1
2020,61,0,1093603,1
2020,62,0,1814888,1
