yearID,HPMSVtypeID,VMTGrowthFactor,HPMSBaseYearVMT
2020,10,0,5180239
2020,25,0,689401371.3000001
2020,40,0,4249292
2020,50,0,29720033.4
2020,60,0,36782618.7
