sourceTypeID,roadTypeID,hourDayID,avgSpeedBinID,avgSpeedFraction
11,1,172,10,0
11,1,172,11,0
11,1,172,12,0
11,1,172,13,0
11,1,172,14,0
11,1,172,15,0
11,1,172,16,0
11,1,175,1,0
11,1,175,2,0
11,1,175,3,0
11,1,175,4,0
11,1,175,5,0
11,1,175,6,0
11,1,175,7,0
11,1,175,8,0
11,1,175,9,0
11,1,175,10,0
11,1,175,11,0
11,1,175,12,0
11,1,175,13,0
11,1,175,14,0
11,1,175,15,0
11,1,175,16,0
11,1,182,1,0
11,1,182,2,0
11,1,182,3,0
11,1,182,4,0
11,1,182,5,0
11,1,182,6,0
11,1,182,7,0
11,1,182,8,0
11,1,182,9,0
11,1,182,10,0
11,1,182,11,0
11,1,182,12,0
11,1,182,13,0
11,1,182,14,0
11,1,182,15,0
11,1,182,16,0
11,1,185,1,0
11,1,185,2,0
11,1,185,3,0
11,1,185,4,0
11,1,185,5,0
11,1,185,6,0
11,1,185,7,0
11,1,185,8,0
11,1,185,9,0
11,1,185,10,0
11,1,185,11,0
11,1,185,12,0
11,1,185,13,0
11,1,185,14,0
11,1,185,15,0
11,1,185,16,0
11,1,192,1,0
11,1,192,2,0
11,1,192,3,0
11,1,192,4,0
11,1,192,5,0
11,1,192,6,0
11,1,192,7,0
11,1,192,8,0
11,1,192,9,0
11,1,192,10,0
11,1,192,11,0
11,1,192,12,0
11,1,192,13,0
11,1,192,14,0
11,1,192,15,0
11,1,192,16,0
11,1,195,1,0
11,1,195,2,0
11,1,195,3,0
11,1,195,4,0
11,1,195,5,0
11,1,195,6,0
11,1,195,7,0
11,1,195,8,0
11,1,195,9,0
11,1,195,10,0
11,1,195,11,0
11,1,195,12,0
11,1,195,13,0
11,1,195,14,0
11,1,195,15,0
11,1,195,16,0
11,1,202,1,0
11,1,202,2,0
11,1,202,3,0
11,1,202,4,0
11,1,202,5,0
11,1,202,6,0
11,1,202,7,0
11,1,202,8,0
11,1,202,9,0
11,1,202,10,0
11,1,202,11,0
11,1,202,12,0
11,1,202,13,0
11,1,202,14,0
11,1,202,15,0
11,1,202,16,0
11,1,205,1,0
11,1,205,2,0
11,1,205,3,0
11,1,205,4,0
11,1,205,5,0
11,1,205,6,0
11,1,205,7,0
11,1,205,8,0
11,1,205,9,0
11,1,205,10,0
11,1,205,11,0
11,1,205,12,0
11,1,205,13,0
11,1,205,14,0
11,1,205,15,0
11,1,205,16,0
11,1,212,1,0
11,1,212,2,0
11,1,212,3,0
11,1,212,4,0
11,1,212,5,0
11,1,212,6,0
11,1,212,7,0
11,1,212,8,0
11,1,212,9,0
11,1,212,10,0
11,1,212,11,0
11,1,212,12,0
11,1,212,13,0
11,1,212,14,0
11,1,212,15,0
11,1,212,16,0
11,1,215,1,0
11,1,215,2,0
11,1,215,3,0
11,1,215,4,0
11,1,215,5,0
11,1,215,6,0
11,1,215,7,0
11,1,215,8,0
11,1,215,9,0
11,1,215,10,0
11,1,215,11,0
11,1,215,12,0
11,1,215,13,0
11,1,215,14,0
11,1,215,15,0
11,1,215,16,0
11,1,222,1,0
11,1,222,2,0
11,1,222,3,0
11,1,222,4,0
11,1,222,5,0
11,1,222,6,0
11,1,222,7,0
11,1,222,8,0
11,1,222,9,0
11,1,222,10,0
11,1,222,11,0
11,1,222,12,0
11,1,222,13,0
11,1,222,14,0
11,1,222,15,0
11,1,222,16,0
11,1,225,1,0
11,1,225,2,0
11,1,225,3,0
11,1,225,4,0
11,1,225,5,0
11,1,225,6,0
11,1,225,7,0
11,1,225,8,0
11,1,225,9,0
11,1,225,10,0
11,1,225,11,0
11,1,225,12,0
11,1,225,13,0
11,1,225,14,0
11,1,225,15,0
11,1,225,16,0
11,1,232,1,0
11,1,232,2,0
11,1,232,3,0
11,1,232,4,0
11,1,232,5,0
11,1,232,6,0
11,1,232,7,0
11,1,232,8,0
11,1,232,9,0
11,1,232,10,0
11,1,232,11,0
11,1,232,12,0
11,1,232,13,0
11,1,232,14,0
11,1,232,15,0
11,1,232,16,0
11,1,235,1,0
11,1,235,2,0
11,1,235,3,0
11,1,235,4,0
11,1,235,5,0
11,1,235,6,0
11,1,235,7,0
11,1,235,8,0
11,1,235,9,0
11,1,235,10,0
11,1,235,11,0
11,1,235,12,0
11,1,235,13,0
11,1,235,14,0
11,1,235,15,0
11,1,235,16,0
11,1,242,1,0
11,1,242,2,0
11,1,242,3,0
11,1,242,4,0
11,1,242,5,0
11,1,242,6,0
11,1,242,7,0
11,1,242,8,0
11,1,242,9,0
11,1,242,10,0
11,1,242,11,0
11,1,242,12,0
11,1,242,13,0
11,1,242,14,0
11,1,242,15,0
11,1,242,16,0
11,1,245,1,0
11,1,245,2,0
11,1,245,3,0
11,1,245,4,0
11,1,245,5,0
11,1,245,6,0
11,1,245,7,0
11,1,245,8,0
11,1,245,9,0
11,1,245,10,0
11,1,245,11,0
11,1,245,12,0
11,1,245,13,0
11,1,245,14,0
11,1,245,15,0
11,1,245,16,0
11,2,12,1,0.004034869838505983
11,2,12,2,0.002835270017385483
11,2,12,3,7.131849997676909e-4
11,2,12,4,3.30346985720098e-4
11,2,12,5,7.339640287682414e-4
11,2,12,6,0.001155399950221181
11,2,12,7,0.0011700099566951394
11,2,12,8,0.0011658599833026528
11,2,12,9,0.0014718100428581238
11,2,12,10,0.003295839997008443
11,2,12,11,0.01036010030657053
11,2,12,12,0.02726529911160469
11,2,12,13,0.065140500664711
11,2,12,14,0.136244997382164
11,2,12,15,0.23373199999332428
11,2,12,16,0.5103510022163391
11,2,15,1,0.0046210698783397675
11,2,15,2,0.0037329900078475475
11,2,15,3,0.0010340400040149689
11,2,15,4,8.107189787551761e-4
11,2,15,5,7.237109821289778e-4
11,2,15,6,8.204479818232358e-4
11,2,15,7,0.0016436099540442228
11,2,15,8,0.0026440799701958895
11,2,15,9,0.00495246984064579
11,2,15,10,0.007069170009344816
11,2,15,11,0.015427099540829659
11,2,15,12,0.030616499483585358
11,2,15,13,0.0850185975432396
11,2,15,14,0.1617790013551712
11,2,15,15,0.22858799993991852
11,2,15,16,0.45051899552345276
11,2,22,1,0.002568319905549288
11,2,22,2,0.002165480051189661
11,2,22,3,0.0010157700162380934
11,2,22,4,7.250059861689806e-4
11,2,22,5,9.967009536921978e-4
11,2,22,6,9.502639877609909e-4
11,2,22,7,0.0011620400473475456
11,2,22,8,0.0021980300080031157
11,2,22,9,0.0026296700816601515
11,2,22,10,0.005424689967185259
11,2,22,11,0.012132599949836731
11,2,22,12,0.03111789934337139
11,2,22,13,0.07311700284481049
11,2,22,14,0.15742699801921844
11,2,22,15,0.22875699400901794
11,2,22,16,0.47761300206184387
11,2,25,1,0.0017978600226342678
11,2,25,2,0.0018363200360909104
11,2,25,3,0.0016458899481222034
11,2,25,4,0.0018318600486963987
11,2,25,5,5.720279878005385e-4
11,2,25,6,8.056180085986853e-4
11,2,25,7,0.001613290049135685
11,2,25,8,0.0022322400473058224
11,2,25,9,0.003795590018853545
11,2,25,10,0.008037010207772255
11,2,25,11,0.01592469960451126
11,2,25,12,0.036797698587179184
11,2,25,13,0.09627030044794083
11,2,25,14,0.18359500169754028
11,2,25,15,0.23827500641345978
11,2,25,16,0.4049699902534485
11,2,32,1,0.0013723500305786729
11,2,32,2,0.0026872099842876196
11,2,32,3,0.0019751200452446938
11,2,32,4,0.0012154800351709127
11,2,32,5,0.0014891399769112468
11,2,32,6,0.001257869997061789
11,2,32,7,0.0018185899825766683
11,2,32,8,0.002386959968134761
11,2,32,9,0.00276263989508152
11,2,32,10,0.006454360205680132
11,2,32,11,0.014421599917113781
11,2,32,12,0.029944900423288345
11,2,32,13,0.09054309874773026
11,2,32,14,0.1698330044746399
11,2,32,15,0.23076599836349487
11,2,32,16,0.4410719871520996
11,2,35,1,0.0011517299572005868
11,2,35,2,0.0014209500513970852
11,2,35,3,0.0012643600348383188
11,2,35,4,0.001270720036700368
11,2,35,5,0.0013280099956318736
11,2,35,6,0.0016092699952423573
11,2,35,7,0.0022586099803447723
11,2,35,8,0.00262449006550014
11,2,35,9,0.005075470078736544
11,2,35,10,0.009463160298764706
11,2,35,11,0.016975700855255127
11,2,35,12,0.03775690123438835
11,2,35,13,0.09876050055027008
11,2,35,14,0.20791099965572357
11,2,35,15,0.25174999237060547
11,2,35,16,0.35937899351119995
11,2,42,1,0.0017765200464054942
11,2,42,2,0.0010407599620521069
11,2,42,3,6.573540158569813e-4
11,2,42,4,5.910699837841094e-4
11,2,42,5,9.41832026001066e-4
11,2,42,6,0.0013740600552409887
11,2,42,7,0.0016217599622905254
11,2,42,8,0.0028078800532966852
11,2,42,9,0.002675669966265559
11,2,42,10,0.0050373198464512825
11,2,42,11,0.011742900125682354
11,2,42,12,0.028686000034213066
11,2,42,13,0.08340980112552643
11,2,42,14,0.16739700734615326
11,2,42,15,0.2394540011882782
11,2,42,16,0.4507870078086853
11,2,45,1,0.0019049399998039007
11,2,45,2,0.0015305799897760153
11,2,45,3,0.0012279299553483725
11,2,45,4,0.0013047900283709168
11,2,45,5,0.0012774800416082144
11,2,45,6,0.0011506699956953526
11,2,45,7,0.0025890900287777185
11,2,45,8,0.0030805598944425583
11,2,45,9,0.004479719791561365
11,2,45,10,0.00831918977200985
11,2,45,11,0.01647469960153103
11,2,45,12,0.03721499815583229
11,2,45,13,0.10335200279951096
11,2,45,14,0.2261040061712265
11,2,45,15,0.25580400228500366
11,2,45,16,0.33418598771095276
11,2,52,1,0.0024912399239838123
11,2,52,2,0.0016027200035750866
11,2,52,3,9.248669957742095e-4
11,2,52,4,8.695850265212357e-4
11,2,52,5,0.0016216699732467532
11,2,52,6,0.0014601099537685513
11,2,52,7,0.0028017100412398577
11,2,52,8,0.0022440298926085234
11,2,52,9,0.004196430090814829
11,2,52,10,0.005529860034584999
11,2,52,11,0.01550539955496788
11,2,52,12,0.031703900545835495
11,2,52,13,0.08996859937906265
11,2,52,14,0.16595399379730225
11,2,52,15,0.22950999438762665
11,2,52,16,0.44361600279808044
11,2,55,1,0.0013698999537155032
11,2,55,2,0.0014799600467085838
11,2,55,3,0.0015915100229904056
11,2,55,4,0.0014822200173512101
11,2,55,5,0.0015229600248858333
11,2,55,6,0.0022978000342845917
11,2,55,7,0.0027631199918687344
11,2,55,8,0.0032283999025821686
11,2,55,9,0.004673900082707405
11,2,55,10,0.006982159800827503
11,2,55,11,0.014240900054574013
11,2,55,12,0.03140150010585785
11,2,55,13,0.09470559656620026
11,2,55,14,0.20872099697589874
11,2,55,15,0.2406190037727356
11,2,55,16,0.3829199969768524
11,2,62,1,9.29049972910434e-4
11,2,62,2,5.02531009260565e-4
11,2,62,3,4.1995401261374354e-4
11,2,62,4,4.188409948255867e-4
11,2,62,5,5.074639921076596e-4
11,2,62,6,6.67722022626549e-4
11,2,62,7,0.0015795399667695165
11,2,62,8,0.0016122700180858374
11,2,62,9,0.0024728900752961636
11,2,62,10,0.0059188599698245525
11,2,62,11,0.011113200336694717
11,2,62,12,0.027362700551748276
11,2,62,13,0.07425340265035629
11,2,62,14,0.15878599882125854
11,2,62,15,0.22093500196933746
11,2,62,16,0.4925200045108795
11,2,65,1,0.0011819700011983514
11,2,65,2,0.0014557100366801023
11,2,65,3,0.0014908399898558855
11,2,65,4,0.0015140400500968099
11,2,65,5,0.0015973499976098537
11,2,65,6,0.0015188700053840876
11,2,65,7,0.0020132099743932486
11,2,65,8,0.0023452499881386757
11,2,65,9,0.003210430033504963
11,2,65,10,0.00619663018733263
11,2,65,11,0.012611299753189087
11,2,65,12,0.03049970045685768
11,2,65,13,0.08192510157823563
11,2,65,14,0.16941900551319122
11,2,65,15,0.22432999312877655
11,2,65,16,0.4586910009384155
11,2,72,1,7.964430260472e-4
11,2,72,2,0.0012490199878811836
11,2,72,3,6.283759721554816e-4
11,2,72,4,5.798200145363808e-4
11,2,72,5,5.793329910375178e-4
11,2,72,6,5.026580183766782e-4
11,2,72,7,9.434840176254511e-4
11,2,72,8,0.0011797499610111117
11,2,72,9,0.002137440023943782
11,2,72,10,0.004128910135477781
11,2,72,11,0.010786999948322773
11,2,72,12,0.021709099411964417
11,2,72,13,0.06402870267629623
11,2,72,14,0.12891200184822083
11,2,72,15,0.20986400544643402
11,2,72,16,0.5519739985466003
11,2,75,1,0.0016203599516302347
11,2,75,2,0.0023474800400435925
11,2,75,3,0.00231652008369565
11,2,75,4,0.002119719982147217
11,2,75,5,0.0017387500265613198
11,2,75,6,0.0016503200167790055
11,2,75,7,0.0023719100281596184
11,2,75,8,0.0031890799291431904
11,2,75,9,0.0038264100439846516
11,2,75,10,0.006822099909186363
11,2,75,11,0.013003000058233738
11,2,75,12,0.02581300027668476
11,2,75,13,0.06759960204362869
11,2,75,14,0.1327899992465973
11,2,75,15,0.2063719928264618
11,2,75,16,0.526419997215271
11,2,82,1,0.001682040048763156
11,2,82,2,0.0017781599890440702
11,2,82,3,8.012980106286705e-4
11,2,82,4,6.609000265598297e-4
11,2,82,5,7.987360004335642e-4
11,2,82,6,8.062240085564554e-4
11,2,82,7,0.0010685999877750874
11,2,82,8,0.0016706599853932858
11,2,82,9,0.0021374300122261047
11,2,82,10,0.004248289857059717
11,2,82,11,0.011285100132226944
11,2,82,12,0.02096950076520443
11,2,82,13,0.05314689874649048
11,2,82,14,0.11348699778318405
11,2,82,15,0.20287799835205078
11,2,82,16,0.5825809836387634
11,2,85,1,0.0034966699313372374
11,2,85,2,0.00569593021646142
11,2,85,3,0.005002909805625677
11,2,85,4,0.0038726399652659893
11,2,85,5,0.00369507004506886
11,2,85,6,0.0037623599637299776
11,2,85,7,0.0035177799873054028
11,2,85,8,0.004081880208104849
11,2,85,9,0.004828429780900478
11,2,85,10,0.006916529964655638
11,2,85,11,0.012331300415098667
11,2,85,12,0.026613999158143997
11,2,85,13,0.05847400054335594
11,2,85,14,0.11788400262594223
11,2,85,15,0.20112699270248413
11,2,85,16,0.5386989712715149
11,2,92,1,0.001735319965519011
11,2,92,2,0.0021220699418336153
11,2,92,3,0.0013595899799838662
11,2,92,4,8.370199939236045e-4
11,2,92,5,9.317710064351559e-4
11,2,92,6,0.0010441800113767385
11,2,92,7,9.986370569095016e-4
11,2,92,8,0.0015231999568641186
11,2,92,9,0.0017847700510174036
11,2,92,10,0.004171810112893581
11,2,92,11,0.010111900046467781
11,2,92,12,0.018380900844931602
11,2,92,13,0.04762880131602287
11,2,92,14,0.10262399911880493
11,2,92,15,0.19680799543857574
11,2,92,16,0.6079379916191101
11,2,95,1,0.0038359600584954023
11,2,95,2,0.0068177999928593636
11,2,95,3,0.004951099865138531
11,2,95,4,0.00455061998218298
11,2,95,5,0.0038682299200445414
11,2,95,6,0.003394779982045293
11,2,95,7,0.003210109891369939
11,2,95,8,0.0034367500338703394
11,2,95,9,0.004365319851785898
11,2,95,10,0.006599999964237213
11,2,95,11,0.012407599948346615
11,2,95,12,0.025492500513792038
11,2,95,13,0.05751579999923706
11,2,95,14,0.11793500185012817
11,2,95,15,0.2026520073413849
11,2,95,16,0.5389660000801086
11,2,102,1,0.002481810050085187
11,2,102,2,0.003505469998344779
11,2,102,3,0.0021637899335473776
11,2,102,4,0.0016201100079342723
11,2,102,5,0.0014718800084665418
11,2,102,6,0.0015716500347480178
11,2,102,7,0.0014654500409960747
11,2,102,8,0.0017092899652197957
11,2,102,9,0.0018348000012338161
11,2,102,10,0.004517309833317995
11,2,102,11,0.010433400049805641
11,2,102,12,0.019421499222517014
11,2,102,13,0.047047898173332214
11,2,102,14,0.10062000155448914
11,2,102,15,0.19793400168418884
11,2,102,16,0.6022019982337952
11,2,105,1,0.004105759784579277
11,2,105,2,0.007776029873639345
11,2,105,3,0.003996970131993294
11,2,105,4,0.0028637100476771593
11,2,105,5,0.002568040043115616
11,2,105,6,0.002096789889037609
11,2,105,7,0.0019451200496405363
11,2,105,8,0.002144899917766452
11,2,105,9,0.003003820078447461
11,2,105,10,0.006397480145096779
11,2,105,11,0.012349899858236313
11,2,105,12,0.02529739961028099
11,2,105,13,0.060783300548791885
11,2,105,14,0.1234470009803772
11,2,105,15,0.21579499542713165
11,2,105,16,0.5254290103912354
11,2,112,1,0.003817850025370717
11,2,112,2,0.0061980001628398895
11,2,112,3,0.004140309989452362
11,2,112,4,0.0033227200619876385
11,2,112,5,0.0027360098902136087
11,2,112,6,0.002147010061889887
11,2,112,7,0.002307180082425475
11,2,112,8,0.002414989983662963
11,2,112,9,0.0029113299679011106
11,2,112,10,0.0052455998957157135
11,2,112,11,0.011104900389909744
11,2,112,12,0.02008339948952198
11,2,112,13,0.048650700598955154
11,2,112,14,0.10106100142002106
11,2,112,15,0.20014099776744843
11,2,112,16,0.5837180018424988
11,2,115,1,0.0037945699878036976
11,2,115,2,0.006486239843070507
11,2,115,3,0.00492041977122426
11,2,115,4,0.0032974600326269865
11,2,115,5,0.0028919100295752287
11,2,115,6,0.001966689946129918
11,2,115,7,0.002055549994111061
11,2,115,8,0.0025824999902397394
11,2,115,9,0.0029252299573272467
11,2,115,10,0.005765180103480816
11,2,115,11,0.013129100203514099
11,2,115,12,0.025948600843548775
11,2,115,13,0.06028379872441292
11,2,115,14,0.12550599873065948
11,2,115,15,0.22126099467277527
11,2,115,16,0.5171849727630615
11,2,122,1,0.004548459779471159
