yearID,sourceTypeID,VMT
2020,11,5180239
2020,21,278947274.6
2020,31,368827623.8
2020,32,41626472.9
2020,41,2276674.2
2020,42,761098.4
2020,43,1211519.4
2020,51,254427.1
2020,52,26676418.7
2020,53,1795812
2020,54,993375.6
2020,61,9289077.5
2020,62,27493541.2
