countyID,stateID,countyName,altitude,GPAFract,barometricPressure,barometricPressureCV,countyTypeID,msa
42091,42,Montgomery County,L,0,29.735000610351562,NA,1,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD
