yearID,sourceTypeID,VMT
2025,11,52670232
2025,21,2938838426.6
2025,31,3153143958.5
2025,32,407913080.5
2025,41,21193721.2
2025,42,7351900.5
2025,43,9716650.4
2025,51,2310657
2025,52,225646194.1
2025,53,15427200.6
2025,54,8133729.9
2025,61,69306810.6
2025,62,215448452.4
