MOVESScenarioID,MOVESRunID,yearID,monthID,dayID,hourID,zoneID,sourceTypeID,regClassID,SCC,fuelTypeID,modelYearID,pollutantID,processID,temperature,relHumidity,ratePerStart
moves_anywhere,1,2025,0,0,0,361090,21,20,,1,0,2,2,50.64447784423828,66.76747131347656,6.15932913206052e-6
moves_anywhere,1,2025,0,0,0,361090,31,30,,1,0,2,2,50.64447784423828,66.76747131347656,5.831799626321299e-6
moves_anywhere,1,2025,0,0,0,361090,31,41,,1,0,2,2,50.64447784423828,66.76747131347656,4.235355299897492e-5
moves_anywhere,1,2025,0,0,0,361090,32,30,,1,0,2,2,50.64447784423828,66.76747131347656,5.204462922847597e-6
moves_anywhere,1,2025,0,0,0,361090,32,41,,1,0,2,2,50.64447784423828,66.76747131347656,2.2202973923413083e-5
moves_anywhere,1,2025,0,0,0,361090,41,42,,1,0,2,2,50.64447784423828,66.76747131347656,2.2133966922410764e-5
moves_anywhere,1,2025,0,0,0,361090,41,46,,1,0,2,2,50.64447784423828,66.76747131347656,9.107020014198497e-5
moves_anywhere,1,2025,0,0,0,361090,41,47,,1,0,2,2,50.64447784423828,66.76747131347656,2.866284739866387e-5
moves_anywhere,1,2025,0,0,0,361090,42,42,,1,0,2,2,50.64447784423828,66.76747131347656,1.729912037262693e-5
moves_anywhere,1,2025,0,0,0,361090,42,46,,1,0,2,2,50.64447784423828,66.76747131347656,6.375007069436833e-5
moves_anywhere,1,2025,0,0,0,361090,42,47,,1,0,2,2,50.64447784423828,66.76747131347656,2.259561551909428e-5
moves_anywhere,1,2025,0,0,0,361090,43,41,,1,0,2,2,50.64447784423828,66.76747131347656,4.571868703351356e-5
moves_anywhere,1,2025,0,0,0,361090,43,42,,1,0,2,2,50.64447784423828,66.76747131347656,1.1286784683761653e-5
moves_anywhere,1,2025,0,0,0,361090,43,46,,1,0,2,2,50.64447784423828,66.76747131347656,1.4154668861010578e-5
moves_anywhere,1,2025,0,0,0,361090,43,47,,1,0,2,2,50.64447784423828,66.76747131347656,1.1297917808406055e-4
moves_anywhere,1,2025,0,0,0,361090,51,41,,1,0,2,2,50.64447784423828,66.76747131347656,9.259083890356123e-5
moves_anywhere,1,2025,0,0,0,361090,51,42,,1,0,2,2,50.64447784423828,66.76747131347656,2.2866233484819531e-4
moves_anywhere,1,2025,0,0,0,361090,51,46,,1,0,2,2,50.64447784423828,66.76747131347656,4.838628228753805e-5
moves_anywhere,1,2025,0,0,0,361090,51,47,,1,0,2,2,50.64447784423828,66.76747131347656,2.1733608446083963e-4
moves_anywhere,1,2025,0,0,0,361090,52,41,,1,0,2,2,50.64447784423828,66.76747131347656,2.3166171558841597e-6
moves_anywhere,1,2025,0,0,0,361090,52,42,,1,0,2,2,50.64447784423828,66.76747131347656,7.960836228448898e-6
moves_anywhere,1,2025,0,0,0,361090,52,46,,1,0,2,2,50.64447784423828,66.76747131347656,7.063566044962499e-6
moves_anywhere,1,2025,0,0,0,361090,52,47,,1,0,2,2,50.64447784423828,66.76747131347656,5.3174939239397645e-5
moves_anywhere,1,2025,0,0,0,361090,53,41,,1,0,2,2,50.64447784423828,66.76747131347656,5.514774784387555e-6
moves_anywhere,1,2025,0,0,0,361090,53,42,,1,0,2,2,50.64447784423828,66.76747131347656,1.0693499461922329e-5
moves_anywhere,1,2025,0,0,0,361090,53,46,,1,0,2,2,50.64447784423828,66.76747131347656,1.7492357073933817e-5
moves_anywhere,1,2025,0,0,0,361090,53,47,,1,0,2,2,50.64447784423828,66.76747131347656,8.311338751809672e-5
moves_anywhere,1,2025,0,0,0,361090,54,41,,1,0,2,2,50.64447784423828,66.76747131347656,8.20457989902934e-6
moves_anywhere,1,2025,0,0,0,361090,54,42,,1,0,2,2,50.64447784423828,66.76747131347656,1.2637888721656054e-4
moves_anywhere,1,2025,0,0,0,361090,54,46,,1,0,2,2,50.64447784423828,66.76747131347656,1.5000140410847962e-4
moves_anywhere,1,2025,0,0,0,361090,54,47,,1,0,2,2,50.64447784423828,66.76747131347656,3.430370634305291e-5
moves_anywhere,1,2025,0,0,0,361090,61,46,,1,0,2,2,50.64447784423828,66.76747131347656,9.221340587828308e-5
moves_anywhere,1,2025,0,0,0,361090,61,47,,1,0,2,2,50.64447784423828,66.76747131347656,6.112569099059328e-5
moves_anywhere,1,2025,0,0,0,361090,21,20,,2,0,2,2,50.64447784423828,66.76747131347656,5.510872597369598e-6
moves_anywhere,1,2025,0,0,0,361090,31,30,,2,0,2,2,50.64447784423828,66.76747131347656,6.319230578810675e-6
moves_anywhere,1,2025,0,0,0,361090,31,41,,2,0,2,2,50.64447784423828,66.76747131347656,6.989567964410526e-7
moves_anywhere,1,2025,0,0,0,361090,32,30,,2,0,2,2,50.64447784423828,66.76747131347656,7.818440280971117e-6
moves_anywhere,1,2025,0,0,0,361090,32,41,,2,0,2,2,50.64447784423828,66.76747131347656,6.913651873219351e-7
moves_anywhere,1,2025,0,0,0,361090,41,42,,2,0,2,2,50.64447784423828,66.76747131347656,3.390080962617503e-7
moves_anywhere,1,2025,0,0,0,361090,41,46,,2,0,2,2,50.64447784423828,66.76747131347656,1.9037576066693873e-6
moves_anywhere,1,2025,0,0,0,361090,41,47,,2,0,2,2,50.64447784423828,66.76747131347656,1.4016218301549088e-6
moves_anywhere,1,2025,0,0,0,361090,42,42,,2,0,2,2,50.64447784423828,66.76747131347656,3.1024990221339976e-7
moves_anywhere,1,2025,0,0,0,361090,42,46,,2,0,2,2,50.64447784423828,66.76747131347656,1.1147343457196257e-6
moves_anywhere,1,2025,0,0,0,361090,42,48,,2,0,2,2,50.64447784423828,66.76747131347656,9.573551551511628e-7
moves_anywhere,1,2025,0,0,0,361090,43,41,,2,0,2,2,50.64447784423828,66.76747131347656,2.8668026175182604e-7
moves_anywhere,1,2025,0,0,0,361090,43,42,,2,0,2,2,50.64447784423828,66.76747131347656,3.3960003520405735e-7
moves_anywhere,1,2025,0,0,0,361090,43,46,,2,0,2,2,50.64447784423828,66.76747131347656,1.0333782256566337e-6
moves_anywhere,1,2025,0,0,0,361090,43,47,,2,0,2,2,50.64447784423828,66.76747131347656,1.520296564194723e-6
moves_anywhere,1,2025,0,0,0,361090,51,42,,2,0,2,2,50.64447784423828,66.76747131347656,5.799656150884402e-7
moves_anywhere,1,2025,0,0,0,361090,51,46,,2,0,2,2,50.64447784423828,66.76747131347656,2.0032964584970614e-6
moves_anywhere,1,2025,0,0,0,361090,51,47,,2,0,2,2,50.64447784423828,66.76747131347656,2.9432590054057073e-6
moves_anywhere,1,2025,0,0,0,361090,52,41,,2,0,2,2,50.64447784423828,66.76747131347656,8.086212943680948e-8
moves_anywhere,1,2025,0,0,0,361090,52,42,,2,0,2,2,50.64447784423828,66.76747131347656,8.105371307465248e-8
moves_anywhere,1,2025,0,0,0,361090,52,46,,2,0,2,2,50.64447784423828,66.76747131347656,2.862173005269142e-7
moves_anywhere,1,2025,0,0,0,361090,52,47,,2,0,2,2,50.64447784423828,66.76747131347656,4.292047037779412e-7
moves_anywhere,1,2025,0,0,0,361090,53,41,,2,0,2,2,50.64447784423828,66.76747131347656,1.624872822958423e-7
moves_anywhere,1,2025,0,0,0,361090,53,42,,2,0,2,2,50.64447784423828,66.76747131347656,1.6221723342368932e-7
moves_anywhere,1,2025,0,0,0,361090,53,46,,2,0,2,2,50.64447784423828,66.76747131347656,4.816703267351841e-7
moves_anywhere,1,2025,0,0,0,361090,53,47,,2,0,2,2,50.64447784423828,66.76747131347656,7.484604793717153e-7
moves_anywhere,1,2025,0,0,0,361090,54,41,,2,0,2,2,50.64447784423828,66.76747131347656,6.776380701012386e-7
moves_anywhere,1,2025,0,0,0,361090,54,42,,2,0,2,2,50.64447784423828,66.76747131347656,7.430944606312551e-7
moves_anywhere,1,2025,0,0,0,361090,54,46,,2,0,2,2,50.64447784423828,66.76747131347656,6.3637639868829865e-6
moves_anywhere,1,2025,0,0,0,361090,54,47,,2,0,2,2,50.64447784423828,66.76747131347656,4.198119313514326e-6
moves_anywhere,1,2025,0,0,0,361090,61,46,,2,0,2,2,50.64447784423828,66.76747131347656,2.649879036198399e-7
moves_anywhere,1,2025,0,0,0,361090,61,47,,2,0,2,2,50.64447784423828,66.76747131347656,5.788710382148565e-7
moves_anywhere,1,2025,0,0,0,361090,61,49,,2,0,2,2,50.64447784423828,66.76747131347656,2.7788605621026363e-6
moves_anywhere,1,2025,0,0,0,361090,62,46,,2,0,2,2,50.64447784423828,66.76747131347656,1.708527292976214e-6
moves_anywhere,1,2025,0,0,0,361090,62,47,,2,0,2,2,50.64447784423828,66.76747131347656,5.028578470955836e-6
moves_anywhere,1,2025,0,0,0,361090,62,49,,2,0,2,2,50.64447784423828,66.76747131347656,1.4227311112335883e-5
moves_anywhere,1,2025,0,0,0,361090,41,47,,3,0,2,2,50.64447784423828,66.76747131347656,4.519277808867628e-6
moves_anywhere,1,2025,0,0,0,361090,42,48,,3,0,2,2,50.64447784423828,66.76747131347656,4.519277808867628e-6
moves_anywhere,1,2025,0,0,0,361090,43,47,,3,0,2,2,50.64447784423828,66.76747131347656,3.4036725082842167e-6
moves_anywhere,1,2025,0,0,0,361090,51,47,,3,0,2,2,50.64447784423828,66.76747131347656,6.885773927933769e-6
moves_anywhere,1,2025,0,0,0,361090,52,47,,3,0,2,2,50.64447784423828,66.76747131347656,1.7893487438414013e-6
moves_anywhere,1,2025,0,0,0,361090,53,47,,3,0,2,2,50.64447784423828,66.76747131347656,2.7904127364308806e-6
moves_anywhere,1,2025,0,0,0,361090,54,47,,3,0,2,2,50.64447784423828,66.76747131347656,9.149072866421193e-6
moves_anywhere,1,2025,0,0,0,361090,61,47,,3,0,2,2,50.64447784423828,66.76747131347656,2.7788605621026363e-6
moves_anywhere,1,2025,0,0,0,361090,62,47,,3,0,2,2,50.64447784423828,66.76747131347656,1.4227311112335883e-5
moves_anywhere,1,2025,0,0,0,361090,21,20,,5,0,2,2,50.64447784423828,66.76747131347656,5.540315669350093e-6
moves_anywhere,1,2025,0,0,0,361090,31,30,,5,0,2,2,50.64447784423828,66.76747131347656,5.417848569777561e-6
moves_anywhere,1,2025,0,0,0,361090,32,30,,5,0,2,2,50.64447784423828,66.76747131347656,4.4092448661103845e-6
moves_anywhere,1,2025,0,0,0,361090,21,20,,9,0,2,2,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,31,30,,9,0,2,2,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,32,30,,9,0,2,2,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,11,10,,1,0,3,2,50.64447784423828,66.76747131347656,2.308294853037296e-7
moves_anywhere,1,2025,0,0,0,361090,21,20,,1,0,3,2,50.64447784423828,66.76747131347656,3.620386621605576e-7
moves_anywhere,1,2025,0,0,0,361090,31,30,,1,0,3,2,50.64447784423828,66.76747131347656,4.4659367404165096e-7
moves_anywhere,1,2025,0,0,0,361090,31,41,,1,0,3,2,50.64447784423828,66.76747131347656,2.2164172150951345e-6
moves_anywhere,1,2025,0,0,0,361090,32,30,,1,0,3,2,50.64447784423828,66.76747131347656,3.9509367866230605e-7
moves_anywhere,1,2025,0,0,0,361090,32,41,,1,0,3,2,50.64447784423828,66.76747131347656,1.1923038982786238e-6
moves_anywhere,1,2025,0,0,0,361090,41,42,,1,0,3,2,50.64447784423828,66.76747131347656,1.6474813264721888e-6
moves_anywhere,1,2025,0,0,0,361090,41,46,,1,0,3,2,50.64447784423828,66.76747131347656,2.6219024675810942e-6
moves_anywhere,1,2025,0,0,0,361090,41,47,,1,0,3,2,50.64447784423828,66.76747131347656,2.1040805222583003e-6
moves_anywhere,1,2025,0,0,0,361090,42,42,,1,0,3,2,50.64447784423828,66.76747131347656,1.6298222362820525e-6
moves_anywhere,1,2025,0,0,0,361090,42,46,,1,0,3,2,50.64447784423828,66.76747131347656,2.4651205876580207e-6
moves_anywhere,1,2025,0,0,0,361090,42,47,,1,0,3,2,50.64447784423828,66.76747131347656,2.088681412715232e-6
moves_anywhere,1,2025,0,0,0,361090,43,41,,1,0,3,2,50.64447784423828,66.76747131347656,2.793907015075092e-6
moves_anywhere,1,2025,0,0,0,361090,43,42,,1,0,3,2,50.64447784423828,66.76747131347656,1.0341817642256501e-6
moves_anywhere,1,2025,0,0,0,361090,43,46,,1,0,3,2,50.64447784423828,66.76747131347656,9.887521628115792e-7
moves_anywhere,1,2025,0,0,0,361090,43,47,,1,0,3,2,50.64447784423828,66.76747131347656,2.793907015075092e-6
moves_anywhere,1,2025,0,0,0,361090,51,41,,1,0,3,2,50.64447784423828,66.76747131347656,4.390869435155764e-6
moves_anywhere,1,2025,0,0,0,361090,51,42,,1,0,3,2,50.64447784423828,66.76747131347656,4.390869435155764e-6
moves_anywhere,1,2025,0,0,0,361090,51,46,,1,0,3,2,50.64447784423828,66.76747131347656,1.9338617676112335e-6
moves_anywhere,1,2025,0,0,0,361090,51,47,,1,0,3,2,50.64447784423828,66.76747131347656,2.402299969617161e-6
moves_anywhere,1,2025,0,0,0,361090,52,41,,1,0,3,2,50.64447784423828,66.76747131347656,2.069258613346392e-7
moves_anywhere,1,2025,0,0,0,361090,52,42,,1,0,3,2,50.64447784423828,66.76747131347656,8.855505484461901e-7
moves_anywhere,1,2025,0,0,0,361090,52,46,,1,0,3,2,50.64447784423828,66.76747131347656,8.421624784205051e-7
moves_anywhere,1,2025,0,0,0,361090,52,47,,1,0,3,2,50.64447784423828,66.76747131347656,1.5586349491059082e-6
moves_anywhere,1,2025,0,0,0,361090,53,41,,1,0,3,2,50.64447784423828,66.76747131347656,4.133501931846695e-7
moves_anywhere,1,2025,0,0,0,361090,53,42,,1,0,3,2,50.64447784423828,66.76747131347656,1.0448884495417587e-6
moves_anywhere,1,2025,0,0,0,361090,53,46,,1,0,3,2,50.64447784423828,66.76747131347656,1.1814792060249601e-6
moves_anywhere,1,2025,0,0,0,361090,53,47,,1,0,3,2,50.64447784423828,66.76747131347656,2.006239355978323e-6
moves_anywhere,1,2025,0,0,0,361090,54,41,,1,0,3,2,50.64447784423828,66.76747131347656,5.697240226254507e-7
moves_anywhere,1,2025,0,0,0,361090,54,42,,1,0,3,2,50.64447784423828,66.76747131347656,3.7403294754767558e-6
moves_anywhere,1,2025,0,0,0,361090,54,46,,1,0,3,2,50.64447784423828,66.76747131347656,3.802797436947003e-6
moves_anywhere,1,2025,0,0,0,361090,54,47,,1,0,3,2,50.64447784423828,66.76747131347656,2.9895011266489746e-6
moves_anywhere,1,2025,0,0,0,361090,61,46,,1,0,3,2,50.64447784423828,66.76747131347656,2.9772324978694087e-6
moves_anywhere,1,2025,0,0,0,361090,61,47,,1,0,3,2,50.64447784423828,66.76747131347656,2.375105850660475e-6
moves_anywhere,1,2025,0,0,0,361090,21,20,,2,0,3,2,50.64447784423828,66.76747131347656,3.254364457916381e-7
moves_anywhere,1,2025,0,0,0,361090,31,30,,2,0,3,2,50.64447784423828,66.76747131347656,5.576669650508848e-7
moves_anywhere,1,2025,0,0,0,361090,31,41,,2,0,3,2,50.64447784423828,66.76747131347656,1.953185346792452e-6
moves_anywhere,1,2025,0,0,0,361090,32,30,,2,0,3,2,50.64447784423828,66.76747131347656,6.75147987294622e-7
moves_anywhere,1,2025,0,0,0,361090,32,41,,2,0,3,2,50.64447784423828,66.76747131347656,2.0015656900795875e-6
moves_anywhere,1,2025,0,0,0,361090,41,42,,2,0,3,2,50.64447784423828,66.76747131347656,9.605639661458554e-7
moves_anywhere,1,2025,0,0,0,361090,41,46,,2,0,3,2,50.64447784423828,66.76747131347656,5.30636100393167e-7
moves_anywhere,1,2025,0,0,0,361090,41,47,,2,0,3,2,50.64447784423828,66.76747131347656,9.215531235895469e-7
moves_anywhere,1,2025,0,0,0,361090,42,42,,2,0,3,2,50.64447784423828,66.76747131347656,9.508272000857687e-7
moves_anywhere,1,2025,0,0,0,361090,42,46,,2,0,3,2,50.64447784423828,66.76747131347656,6.964743874959822e-7
moves_anywhere,1,2025,0,0,0,361090,42,48,,2,0,3,2,50.64447784423828,66.76747131347656,1.0567670187811018e-6
moves_anywhere,1,2025,0,0,0,361090,43,41,,2,0,3,2,50.64447784423828,66.76747131347656,6.59847955830628e-7
moves_anywhere,1,2025,0,0,0,361090,43,42,,2,0,3,2,50.64447784423828,66.76747131347656,9.138633458860568e-7
moves_anywhere,1,2025,0,0,0,361090,43,46,,2,0,3,2,50.64447784423828,66.76747131347656,8.498996066919062e-7
moves_anywhere,1,2025,0,0,0,361090,43,47,,2,0,3,2,50.64447784423828,66.76747131347656,1.1239385457884055e-6
