MOVESScenarioID,MOVESRunID,yearID,monthID,dayID,hourID,zoneID,pollutantID,processID,sourceTypeID,regClassID,SCC,fuelTypeID,modelYearID,temperature,relHumidity,ratePerVehicle
moves_anywhere,1,2025,0,0,0,361090,119,2,54,47,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,54,46,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,54,42,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,54,41,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,53,47,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,53,46,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,53,42,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,53,41,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,52,47,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,52,46,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,52,42,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,52,41,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,51,47,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,51,46,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,51,42,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,43,47,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,43,46,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,43,42,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,43,41,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,42,48,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,42,46,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,42,42,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,41,47,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,41,46,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,41,42,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,32,41,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,32,30,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,31,41,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,31,30,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,21,20,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,61,47,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,61,46,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,54,47,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,54,46,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,54,42,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,54,41,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,53,47,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,53,46,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,53,42,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,53,41,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,52,47,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,52,46,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,52,42,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,52,41,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,51,47,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,51,46,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,51,42,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,51,41,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,43,47,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,43,46,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,43,42,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,43,41,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,42,47,,1,0,50.64447784423828,66.76747131347656,0
