MOVESScenarioID,MOVESRunID,yearID,monthID,dayID,hourID,zoneID,sourceTypeID,regClassID,SCC,fuelTypeID,modelYearID,startsPerVehicle
moves_anywhere,1,2025,0,0,0,361090,62,47,,9,0,341.1645812988281
moves_anywhere,1,2025,0,0,0,361090,62,46,,9,0,341.16473388671875
moves_anywhere,1,2025,0,0,0,361090,61,47,,9,0,2969.68212890625
moves_anywhere,1,2025,0,0,0,361090,61,46,,9,0,3027.14697265625
moves_anywhere,1,2025,0,0,0,361090,54,47,,9,0,191.2955780029297
moves_anywhere,1,2025,0,0,0,361090,54,46,,9,0,191.29530334472656
moves_anywhere,1,2025,0,0,0,361090,54,42,,9,0,191.29498291015625
moves_anywhere,1,2025,0,0,0,361090,54,41,,9,0,191.29486083984375
moves_anywhere,1,2025,0,0,0,361090,53,47,,9,0,826.5040283203125
moves_anywhere,1,2025,0,0,0,361090,53,46,,9,0,886.257568359375
moves_anywhere,1,2025,0,0,0,361090,53,42,,9,0,883.17132568359375
moves_anywhere,1,2025,0,0,0,361090,53,41,,9,0,882.70635986328125
moves_anywhere,1,2025,0,0,0,361090,52,47,,9,0,8876.443359375
moves_anywhere,1,2025,0,0,0,361090,52,46,,9,0,9436.7353515625
moves_anywhere,1,2025,0,0,0,361090,52,42,,9,0,9407.7919921875
moves_anywhere,1,2025,0,0,0,361090,52,41,,9,0,9403.4248046875
moves_anywhere,1,2025,0,0,0,361090,51,47,,9,0,700.0211181640625
moves_anywhere,1,2025,0,0,0,361090,51,46,,9,0,711.72283935546875
moves_anywhere,1,2025,0,0,0,361090,43,47,,9,0,1173.6619873046875
moves_anywhere,1,2025,0,0,0,361090,43,46,,9,0,1267.4093017578125
moves_anywhere,1,2025,0,0,0,361090,43,42,,9,0,1316.0789794921875
moves_anywhere,1,2025,0,0,0,361090,42,48,,9,0,2287.513916015625
moves_anywhere,1,2025,0,0,0,361090,42,46,,9,0,2764.27734375
moves_anywhere,1,2025,0,0,0,361090,42,42,,9,0,2764.642578125
moves_anywhere,1,2025,0,0,0,361090,41,47,,9,0,2113.832275390625
moves_anywhere,1,2025,0,0,0,361090,41,46,,9,0,2539.467041015625
moves_anywhere,1,2025,0,0,0,361090,41,42,,9,0,2539.806396484375
moves_anywhere,1,2025,0,0,0,361090,32,41,,9,0,1884.318115234375
moves_anywhere,1,2025,0,0,0,361090,32,30,,9,0,1843.6572265625
moves_anywhere,1,2025,0,0,0,361090,31,41,,9,0,1704.3331298828125
moves_anywhere,1,2025,0,0,0,361090,31,30,,9,0,1669.753173828125
moves_anywhere,1,2025,0,0,0,361090,21,20,,9,0,1723.9219970703125
moves_anywhere,1,2025,0,0,0,361090,32,30,,5,0,1504.1651611328125
moves_anywhere,1,2025,0,0,0,361090,31,30,,5,0,1227.068115234375
moves_anywhere,1,2025,0,0,0,361090,21,20,,5,0,1350.38427734375
moves_anywhere,1,2025,0,0,0,361090,62,47,,3,0,280.3562316894531
moves_anywhere,1,2025,0,0,0,361090,61,47,,3,0,1571.459228515625
moves_anywhere,1,2025,0,0,0,361090,54,47,,3,0,137.0000457763672
moves_anywhere,1,2025,0,0,0,361090,53,47,,3,0,601.3021240234375
moves_anywhere,1,2025,0,0,0,361090,52,47,,3,0,6736.6513671875
moves_anywhere,1,2025,0,0,0,361090,51,47,,3,0,599.53289794921875
moves_anywhere,1,2025,0,0,0,361090,43,47,,3,0,1011.8314819335938
moves_anywhere,1,2025,0,0,0,361090,42,48,,3,0,2194.69482421875
moves_anywhere,1,2025,0,0,0,361090,41,47,,3,0,1912.2777099609375
moves_anywhere,1,2025,0,0,0,361090,62,49,,2,0,210.95550537109375
moves_anywhere,1,2025,0,0,0,361090,62,47,,2,0,216.81861877441406
moves_anywhere,1,2025,0,0,0,361090,62,46,,2,0,267.99786376953125
moves_anywhere,1,2025,0,0,0,361090,61,49,,2,0,1558.393798828125
moves_anywhere,1,2025,0,0,0,361090,61,47,,2,0,1486.5889892578125
moves_anywhere,1,2025,0,0,0,361090,61,46,,2,0,1794.2276611328125
moves_anywhere,1,2025,0,0,0,361090,54,47,,2,0,167.29873657226562
moves_anywhere,1,2025,0,0,0,361090,54,46,,2,0,149.5725860595703
moves_anywhere,1,2025,0,0,0,361090,54,42,,2,0,143.5625762939453
moves_anywhere,1,2025,0,0,0,361090,54,41,,2,0,185.03016662597656
moves_anywhere,1,2025,0,0,0,361090,53,47,,2,0,350.5283203125
moves_anywhere,1,2025,0,0,0,361090,53,46,,2,0,374.7978820800781
moves_anywhere,1,2025,0,0,0,361090,53,42,,2,0,522.34490966796875
moves_anywhere,1,2025,0,0,0,361090,53,41,,2,0,492.9013366699219
moves_anywhere,1,2025,0,0,0,361090,52,47,,2,0,3852.771240234375
moves_anywhere,1,2025,0,0,0,361090,52,46,,2,0,4338.51171875
moves_anywhere,1,2025,0,0,0,361090,52,42,,2,0,5516.06689453125
moves_anywhere,1,2025,0,0,0,361090,52,41,,2,0,5362.6240234375
moves_anywhere,1,2025,0,0,0,361090,51,47,,2,0,433.4925537109375
moves_anywhere,1,2025,0,0,0,361090,51,46,,2,0,423.94561767578125
moves_anywhere,1,2025,0,0,0,361090,51,42,,2,0,23.78287124633789
moves_anywhere,1,2025,0,0,0,361090,43,47,,2,0,964.8594970703125
moves_anywhere,1,2025,0,0,0,361090,43,46,,2,0,950.4730224609375
moves_anywhere,1,2025,0,0,0,361090,43,42,,2,0,795.14691162109375
moves_anywhere,1,2025,0,0,0,361090,43,41,,2,0,530.6400146484375
moves_anywhere,1,2025,0,0,0,361090,42,48,,2,0,2151.648193359375
moves_anywhere,1,2025,0,0,0,361090,42,46,,2,0,2011.78125
moves_anywhere,1,2025,0,0,0,361090,42,42,,2,0,1697.6632080078125
moves_anywhere,1,2025,0,0,0,361090,41,47,,2,0,1834.966796875
moves_anywhere,1,2025,0,0,0,361090,41,46,,2,0,1669.376953125
moves_anywhere,1,2025,0,0,0,361090,41,42,,2,0,1448.3792724609375
moves_anywhere,1,2025,0,0,0,361090,32,41,,2,0,1443.9884033203125
moves_anywhere,1,2025,0,0,0,361090,32,30,,2,0,1309.5225830078125
moves_anywhere,1,2025,0,0,0,361090,31,41,,2,0,1228.187255859375
moves_anywhere,1,2025,0,0,0,361090,31,30,,2,0,1226.2037353515625
moves_anywhere,1,2025,0,0,0,361090,21,20,,2,0,1226.7271728515625
moves_anywhere,1,2025,0,0,0,361090,61,47,,1,0,267.158935546875
moves_anywhere,1,2025,0,0,0,361090,61,46,,1,0,87.683624267578125
moves_anywhere,1,2025,0,0,0,361090,54,47,,1,0,169.74647521972656
moves_anywhere,1,2025,0,0,0,361090,54,46,,1,0,158.18853759765625
moves_anywhere,1,2025,0,0,0,361090,54,42,,1,0,157.74520874023438
moves_anywhere,1,2025,0,0,0,361090,54,41,,1,0,185.45492553710938
moves_anywhere,1,2025,0,0,0,361090,53,47,,1,0,106.68498229980469
moves_anywhere,1,2025,0,0,0,361090,53,46,,1,0,372.92059326171875
moves_anywhere,1,2025,0,0,0,361090,53,42,,1,0,555.18328857421875
moves_anywhere,1,2025,0,0,0,361090,53,41,,1,0,407.6589050292969
moves_anywhere,1,2025,0,0,0,361090,52,47,,1,0,1618.4150390625
moves_anywhere,1,2025,0,0,0,361090,52,46,,1,0,5931.251953125
moves_anywhere,1,2025,0,0,0,361090,52,42,,1,0,5131.72021484375
moves_anywhere,1,2025,0,0,0,361090,52,41,,1,0,4942.423828125
moves_anywhere,1,2025,0,0,0,361090,51,47,,1,0,258.95220947265625
moves_anywhere,1,2025,0,0,0,361090,51,46,,1,0,390.1299743652344
moves_anywhere,1,2025,0,0,0,361090,51,42,,1,0,90.57398223876953
moves_anywhere,1,2025,0,0,0,361090,51,41,,1,0,28.46990966796875
moves_anywhere,1,2025,0,0,0,361090,43,47,,1,0,507.9381103515625
moves_anywhere,1,2025,0,0,0,361090,43,46,,1,0,1103.2763671875
moves_anywhere,1,2025,0,0,0,361090,43,42,,1,0,1091.62890625
moves_anywhere,1,2025,0,0,0,361090,43,41,,1,0,507.9367980957031
moves_anywhere,1,2025,0,0,0,361090,42,47,,1,0,1935.070556640625
moves_anywhere,1,2025,0,0,0,361090,42,46,,1,0,1582.769775390625
moves_anywhere,1,2025,0,0,0,361090,42,42,,1,0,2219.59765625
moves_anywhere,1,2025,0,0,0,361090,41,47,,1,0,1744.0791015625
moves_anywhere,1,2025,0,0,0,361090,41,46,,1,0,1407.462646484375
moves_anywhere,1,2025,0,0,0,361090,41,42,,1,0,2012.34716796875
moves_anywhere,1,2025,0,0,0,361090,32,41,,1,0,1386.979248046875
moves_anywhere,1,2025,0,0,0,361090,32,30,,1,0,1491.193115234375
moves_anywhere,1,2025,0,0,0,361090,31,41,,1,0,1054.907958984375
moves_anywhere,1,2025,0,0,0,361090,31,30,,1,0,1279.6397705078125
moves_anywhere,1,2025,0,0,0,361090,21,20,,1,0,1324.5799560546875
moves_anywhere,1,2025,0,0,0,361090,11,10,,1,0,61.39424514770508
