MOVESScenarioID,MOVESRunID,yearID,monthID,dayID,hourID,linkID,pollutantID,processID,sourceTypeID,regClassID,SCC,fuelTypeID,modelYearID,roadTypeID,temperature,relHumidity,ratePerHour
moves_anywhere,1,2025,0,0,0,361090100,79,90,62,49,,2,0,1,50.64447784423828,66.76747131347656,2.821916677930858e-5
moves_anywhere,1,2025,0,0,0,361090100,79,90,62,47,,3,0,1,50.64447784423828,66.76747131347656,8.55084817885654e-6
moves_anywhere,1,2025,0,0,0,361090100,87,90,62,46,,2,0,1,50.64447784423828,66.76747131347656,1.4641778989243903e-6
moves_anywhere,1,2025,0,0,0,361090100,87,90,62,47,,2,0,1,50.64447784423828,66.76747131347656,2.8929275686095934e-6
moves_anywhere,1,2025,0,0,0,361090100,87,90,62,49,,2,0,1,50.64447784423828,66.76747131347656,3.231094524380751e-5
moves_anywhere,1,2025,0,0,0,361090100,87,90,62,47,,3,0,1,50.64447784423828,66.76747131347656,7.952293344715144e-6
moves_anywhere,1,2025,0,0,0,361090100,91,90,62,46,,2,0,1,50.64447784423828,66.76747131347656,0.092368945479393
moves_anywhere,1,2025,0,0,0,361090100,91,90,62,47,,2,0,1,50.64447784423828,66.76747131347656,0.09333732724189758
moves_anywhere,1,2025,0,0,0,361090100,91,90,62,49,,2,0,1,50.64447784423828,66.76747131347656,0.11578723043203354
moves_anywhere,1,2025,0,0,0,361090100,91,90,62,47,,3,0,1,50.64447784423828,66.76747131347656,0.21277166903018951
moves_anywhere,1,2025,0,0,0,361090100,91,90,62,46,,9,0,1,50.64447784423828,66.76747131347656,0.09201882034540176
moves_anywhere,1,2025,0,0,0,361090100,91,90,62,47,,9,0,1,50.64447784423828,66.76747131347656,0.09201882034540176
moves_anywhere,1,2025,0,0,0,361090100,110,17,62,46,,2,0,1,50.64447784423828,66.76747131347656,3.8890313192041503e-08
moves_anywhere,1,2025,0,0,0,361090100,110,17,62,47,,2,0,1,50.64447784423828,66.76747131347656,4.933625419312193e-8
moves_anywhere,1,2025,0,0,0,361090100,110,17,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.5637607475582627e-6
moves_anywhere,1,2025,0,0,0,361090100,110,90,62,46,,2,0,1,50.64447784423828,66.76747131347656,5.219686016744163e-8
moves_anywhere,1,2025,0,0,0,361090100,110,90,62,47,,2,0,1,50.64447784423828,66.76747131347656,1.591384517496408e-7
moves_anywhere,1,2025,0,0,0,361090100,110,90,62,49,,2,0,1,50.64447784423828,66.76747131347656,5.971252903691493e-6
moves_anywhere,1,2025,0,0,0,361090100,112,17,62,46,,2,0,1,50.64447784423828,66.76747131347656,7.638201182658122e-9
moves_anywhere,1,2025,0,0,0,361090100,112,17,62,47,,2,0,1,50.64447784423828,66.76747131347656,5.617322607065489e-9
moves_anywhere,1,2025,0,0,0,361090100,112,17,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.1838161562138794e-8
moves_anywhere,1,2025,0,0,0,361090100,112,90,62,46,,2,0,1,50.64447784423828,66.76747131347656,2.016358635614779e-8
moves_anywhere,1,2025,0,0,0,361090100,112,90,62,47,,2,0,1,50.64447784423828,66.76747131347656,7.085204600798534e-8
moves_anywhere,1,2025,0,0,0,361090100,112,90,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.74603883351665e-6
moves_anywhere,1,2025,0,0,0,361090100,115,17,62,46,,2,0,1,50.64447784423828,66.76747131347656,1.7514622641101596e-8
moves_anywhere,1,2025,0,0,0,361090100,115,17,62,47,,2,0,1,50.64447784423828,66.76747131347656,1.300694130179636e-8
moves_anywhere,1,2025,0,0,0,361090100,115,17,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.0707311730584479e-6
moves_anywhere,1,2025,0,0,0,361090100,115,90,62,46,,2,0,1,50.64447784423828,66.76747131347656,1.1081755069142218e-8
moves_anywhere,1,2025,0,0,0,361090100,115,90,62,47,,2,0,1,50.64447784423828,66.76747131347656,1.4202508502592082e-8
moves_anywhere,1,2025,0,0,0,361090100,115,90,62,49,,2,0,1,50.64447784423828,66.76747131347656,2.915139248216292e-6
moves_anywhere,1,2025,0,0,0,361090100,118,17,62,46,,2,0,1,50.64447784423828,66.76747131347656,3.1252067600462397e-8
moves_anywhere,1,2025,0,0,0,361090100,118,17,62,47,,2,0,1,50.64447784423828,66.76747131347656,4.3718983988583204e-8
moves_anywhere,1,2025,0,0,0,361090100,118,17,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.5519218550252845e-6
moves_anywhere,1,2025,0,0,0,361090100,118,90,62,46,,2,0,1,50.64447784423828,66.76747131347656,3.2033163677169796e-8
moves_anywhere,1,2025,0,0,0,361090100,118,90,62,47,,2,0,1,50.64447784423828,66.76747131347656,8.828652653392055e-8
moves_anywhere,1,2025,0,0,0,361090100,118,90,62,49,,2,0,1,50.64447784423828,66.76747131347656,4.225214070174843e-6
moves_anywhere,1,2025,0,0,0,361090100,119,17,62,46,,2,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,119,17,62,47,,2,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,119,17,62,49,,2,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,119,90,62,46,,2,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,119,90,62,47,,2,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,119,90,62,49,,2,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,1,17,62,46,,2,0,1,50.64447784423828,66.76747131347656,4.589340392158192e-7
moves_anywhere,1,2025,0,0,0,361090100,1,17,62,47,,2,0,1,50.64447784423828,66.76747131347656,4.0450854044138396e-7
moves_anywhere,1,2025,0,0,0,361090100,1,17,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.0441092399560148e-6
moves_anywhere,1,2025,0,0,0,361090100,2,17,62,46,,2,0,1,50.64447784423828,66.76747131347656,2.521371698094299e-7
moves_anywhere,1,2025,0,0,0,361090100,2,17,62,47,,2,0,1,50.64447784423828,66.76747131347656,4.444717376372864e-7
moves_anywhere,1,2025,0,0,0,361090100,2,17,62,49,,2,0,1,50.64447784423828,66.76747131347656,7.881524766162329e-7
moves_anywhere,1,2025,0,0,0,361090100,3,17,62,46,,2,0,1,50.64447784423828,66.76747131347656,7.644031825293496e-7
moves_anywhere,1,2025,0,0,0,361090100,3,17,62,47,,2,0,1,50.64447784423828,66.76747131347656,5.490016974363243e-7
moves_anywhere,1,2025,0,0,0,361090100,3,17,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.636116451209091e-7
moves_anywhere,1,2025,0,0,0,361090100,79,17,62,46,,2,0,1,50.64447784423828,66.76747131347656,4.5329019826567674e-7
moves_anywhere,1,2025,0,0,0,361090100,79,17,62,47,,2,0,1,50.64447784423828,66.76747131347656,3.894465692155791e-7
moves_anywhere,1,2025,0,0,0,361090100,79,17,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.0441092399560148e-6
moves_anywhere,1,2025,0,0,0,361090100,87,17,62,46,,2,0,1,50.64447784423828,66.76747131347656,4.3974279151370865e-7
moves_anywhere,1,2025,0,0,0,361090100,87,17,62,47,,2,0,1,50.64447784423828,66.76747131347656,3.985461489719455e-7
moves_anywhere,1,2025,0,0,0,361090100,87,17,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.195500658468518e-6
moves_anywhere,1,2025,0,0,0,361090100,90,90,62,46,,2,0,1,50.64447784423828,66.76747131347656,0.00796449650079012
moves_anywhere,1,2025,0,0,0,361090100,90,90,62,47,,2,0,1,50.64447784423828,66.76747131347656,0.008047996088862419
moves_anywhere,1,2025,0,0,0,361090100,90,90,62,49,,2,0,1,50.64447784423828,66.76747131347656,0.009983731433749199
moves_anywhere,1,2025,0,0,0,361090100,90,90,62,47,,3,0,1,50.64447784423828,66.76747131347656,0.01460804883390665
moves_anywhere,1,2025,0,0,0,361090100,90,90,62,46,,9,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,90,90,62,47,,9,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,98,90,62,46,,2,0,1,50.64447784423828,66.76747131347656,0.007981416769325733
moves_anywhere,1,2025,0,0,0,361090100,98,90,62,47,,2,0,1,50.64447784423828,66.76747131347656,0.00806950218975544
moves_anywhere,1,2025,0,0,0,361090100,98,90,62,49,,2,0,1,50.64447784423828,66.76747131347656,0.009983731433749199
moves_anywhere,1,2025,0,0,0,361090100,98,90,62,47,,3,0,1,50.64447784423828,66.76747131347656,0.019608130678534508
moves_anywhere,1,2025,0,0,0,361090100,98,90,62,46,,9,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,98,90,62,47,,9,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,100,17,62,46,,2,0,1,50.64447784423828,66.76747131347656,4.227220173902424e-8
moves_anywhere,1,2025,0,0,0,361090100,100,17,62,47,,2,0,1,50.64447784423828,66.76747131347656,5.362655741691924e-8
moves_anywhere,1,2025,0,0,0,361090100,100,17,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.6997419152176008e-6
moves_anywhere,1,2025,0,0,0,361090100,100,90,62,46,,2,0,1,50.64447784423828,66.76747131347656,5.6735846243327615e-08
moves_anywhere,1,2025,0,0,0,361090100,100,90,62,47,,2,0,1,50.64447784423828,66.76747131347656,1.729768825953215e-7
moves_anywhere,1,2025,0,0,0,361090100,100,90,62,49,,2,0,1,50.64447784423828,66.76747131347656,6.4905079852906056e-6
moves_anywhere,1,2025,0,0,0,361090100,1,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,1.4287827525549801e-6
moves_anywhere,1,2025,0,0,0,361090100,1,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,1.4287827525549801e-6
moves_anywhere,1,2025,0,0,0,361090100,1,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.4287827525549801e-6
moves_anywhere,1,2025,0,0,0,361090100,2,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,1.071714359568432e-5
moves_anywhere,1,2025,0,0,0,361090100,2,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,1.071714359568432e-5
moves_anywhere,1,2025,0,0,0,361090100,2,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.071714359568432e-5
moves_anywhere,1,2025,0,0,0,361090100,3,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,2.0582465367624536e-5
moves_anywhere,1,2025,0,0,0,361090100,3,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,2.0231820599292405e-5
moves_anywhere,1,2025,0,0,0,361090100,3,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.8847758838091977e-5
moves_anywhere,1,2025,0,0,0,361090100,5,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,1.7504703464510385e-7
moves_anywhere,1,2025,0,0,0,361090100,5,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,1.330313210701206e-7
moves_anywhere,1,2025,0,0,0,361090100,5,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,31,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,1.3933544984467972e-8
moves_anywhere,1,2025,0,0,0,361090100,31,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,1.3933544984467972e-8
moves_anywhere,1,2025,0,0,0,361090100,31,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.3933544984467972e-8
moves_anywhere,1,2025,0,0,0,361090100,79,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,1.2537357179098763e-6
moves_anywhere,1,2025,0,0,0,361090100,79,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,1.295744823437417e-6
moves_anywhere,1,2025,0,0,0,361090100,79,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.4287827525549801e-6
moves_anywhere,1,2025,0,0,0,361090100,87,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,1.452625724596146e-6
moves_anywhere,1,2025,0,0,0,361090100,87,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,1.496630034125701e-6
moves_anywhere,1,2025,0,0,0,361090100,87,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.6359510937036248e-6
moves_anywhere,1,2025,0,0,0,361090100,91,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,0.04493790492415428
moves_anywhere,1,2025,0,0,0,361090100,91,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,0.04493790492415428
moves_anywhere,1,2025,0,0,0,361090100,91,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,0.04493790492415428
moves_anywhere,1,2025,0,0,0,361090100,91,91,62,46,,9,0,1,50.64447784423828,66.76747131347656,0.04493790492415428
moves_anywhere,1,2025,0,0,0,361090100,91,91,62,47,,9,0,1,50.64447784423828,66.76747131347656,0.04493790492415428
moves_anywhere,1,2025,0,0,0,361090100,110,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,5.482245910570782e-7
moves_anywhere,1,2025,0,0,0,361090100,110,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,6.405905423889635e-7
moves_anywhere,1,2025,0,0,0,361090100,110,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,9.682944437372498e-7
moves_anywhere,1,2025,0,0,0,361090100,112,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,8.007453544678356e-8
moves_anywhere,1,2025,0,0,0,361090100,112,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,9.368994824399124e-8
moves_anywhere,1,2025,0,0,0,361090100,112,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.4196777442521125e-7
moves_anywhere,1,2025,0,0,0,361090100,115,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,1.527274307022708e-8
moves_anywhere,1,2025,0,0,0,361090100,115,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,1.7841898625192698e-8
moves_anywhere,1,2025,0,0,0,361090100,115,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,2.6957682308648145e-8
moves_anywhere,1,2025,0,0,0,361090100,118,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,4.6814935217298626e-07
moves_anywhere,1,2025,0,0,0,361090100,118,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,5.4690070783181e-7
moves_anywhere,1,2025,0,0,0,361090100,118,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,8.263255040219519e-7
moves_anywhere,1,2025,0,0,0,361090100,119,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,119,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,119,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,90,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,0.003874767106026411
moves_anywhere,1,2025,0,0,0,361090100,90,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,0.003874767106026411
moves_anywhere,1,2025,0,0,0,361090100,90,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,0.003874767106026411
moves_anywhere,1,2025,0,0,0,361090100,90,91,62,46,,9,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,90,91,62,47,,9,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,98,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,0.003879143623635173
moves_anywhere,1,2025,0,0,0,361090100,98,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,0.0038780851755291224
moves_anywhere,1,2025,0,0,0,361090100,98,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,0.003874767106026411
moves_anywhere,1,2025,0,0,0,361090100,98,91,62,46,,9,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,98,91,62,47,,9,0,1,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090100,100,91,62,46,,2,0,1,50.64447784423828,66.76747131347656,5.958972906228155e-7
moves_anywhere,1,2025,0,0,0,361090100,100,91,62,47,,2,0,1,50.64447784423828,66.76747131347656,6.962969223422988e-7
moves_anywhere,1,2025,0,0,0,361090100,100,91,62,49,,2,0,1,50.64447784423828,66.76747131347656,1.0524967137826025e-6
