year,geoid,pollutant,sourcetype,regclass,fueltype,roadtype,emissions,vmt,sourcehours,vehicles,starts,by
2025,42091,1,32,41,1,5,8.45667839050293,31371900,1237750,10.139699935913086,13089.900390625,1
2025,42091,1,32,41,2,2,0,0,0,3.7164700031280518,4994.97998046875,1
2025,42091,1,32,41,2,3,0.022820377722382545,213592,4606.64013671875,3.7164700031280518,4994.97998046875,1
2025,42091,1,32,41,2,4,0.8443540930747986,8786150,161339,3.7164700031280518,4994.97998046875,1
2025,42091,1,32,41,2,5,1.966031551361084,11919300,470268,3.7164700031280518,4994.97998046875,1
2025,42091,1,41,42,1,2,0,0,0,0.26647400856018066,575.81201171875,1
2025,42091,1,41,42,1,3,0.05567498505115509,50693.6015625,1093.3399658203125,0.26647400856018066,575.81201171875,1
2025,42091,1,41,42,1,4,1.8012868165969849,1559330,28633.900390625,0.26647400856018066,575.81201171875,1
2025,42091,1,41,42,1,5,2.69561505317688,2286720,90220.8984375,0.26647400856018066,575.81201171875,1
2025,42091,1,41,42,2,2,0,0,0,0.05533729866147041,86.06439971923828,1
2025,42091,1,41,42,2,3,0.003094962565228343,7576.97998046875,163.41700744628906,0.05533729866147041,86.06439971923828,1
2025,42091,1,41,42,2,4,0.08663846552371979,233067,4279.7900390625,0.05533729866147041,86.06439971923828,1
2025,42091,1,41,42,2,5,0.20693963766098022,341787,13485,0.05533729866147041,86.06439971923828,1
2025,42091,1,41,46,1,2,0,0,0,1.7427100101485848e-4,0.2633819878101349,1
2025,42091,1,41,46,1,3,2.5374552933499217e-5,23.187700271606445,0.5001019835472107,1.7427100101485848e-4,0.2633819878101349,1
2025,42091,1,41,46,1,4,7.18435796443373e-4,713.25299072265625,13.097399711608887,1.7427100101485848e-4,0.2633819878101349,1
2025,42091,1,41,46,1,5,0.0017318213358521461,1045.969970703125,41.26789855957031,1.7427100101485848e-4,0.2633819878101349,1
2025,42091,1,41,46,2,2,0,0,0,0.03395970165729523,60.87540054321289,1
2025,42091,1,41,46,2,3,0.0021335366182029247,5359.3798828125,115.58899688720703,0.03395970165729523,60.87540054321289,1
2025,42091,1,41,46,2,4,0.058579906821250916,164854,3027.199951171875,0.03395970165729523,60.87540054321289,1
2025,42091,1,41,46,2,5,0.14950118958950043,241754,9538.25,0.03395970165729523,60.87540054321289,1
2025,42091,1,41,47,1,2,0,0,0,1.8378699314780533e-4,0.34419500827789307,1
2025,42091,1,41,47,1,3,4.695779716712423e-5,30.302400588989258,0.653548002243042,1.8378699314780533e-4,0.34419500827789307,1
2025,42091,1,41,47,1,4,0.0014968602918088436,932.0999755859375,17.116100311279297,1.8378699314780533e-4,0.34419500827789307,1
2025,42091,1,41,47,1,5,0.0023877955973148346,1366.9000244140625,53.93009948730469,1.8378699314780533e-4,0.34419500827789307,1
2025,42091,1,41,47,2,2,0,0,0,0.7404990196228027,1459.0699462890625,1
2025,42091,1,41,47,2,3,0.026028642430901527,128454,2770.429931640625,0.7404990196228027,1459.0699462890625,1
2025,42091,1,41,47,2,4,0.7438969016075134,3951230,72556.203125,0.7404990196228027,1459.0699462890625,1
2025,42091,1,41,47,2,5,1.6996227502822876,5794390,228613,0.7404990196228027,1459.0699462890625,1
2025,42091,1,41,47,3,2,0,0,0,0.11390099674463272,233.88400268554688,1
2025,42091,1,41,47,3,3,0.29749399423599243,20590.80078125,444.0920104980469,0.11390099674463272,233.88400268554688,1
2025,42091,1,41,47,3,4,7.544903755187988,633370,11630.5,0.11390099674463272,233.88400268554688,1
2025,42091,1,41,47,3,5,25.221529006958008,928821,36646,0.11390099674463272,233.88400268554688,1
2025,42091,1,42,42,1,2,0,0,0,0.10528299957513809,231.45799255371094,1
2025,42091,1,42,42,1,3,0.020007818937301636,18314.5,394.99798583984375,0.10528299957513809,231.45799255371094,1
2025,42091,1,42,42,1,4,0.7917240262031555,695981,12780.2998046875,0.10528299957513809,231.45799255371094,1
2025,42091,1,42,42,1,5,0.9980413913726807,845760,33368.8984375,0.10528299957513809,231.45799255371094,1
2025,42091,1,42,42,2,2,0,0,0,0.014032600447535515,23.595600128173828,1
2025,42091,1,42,42,2,3,4.7470247955061495e-4,1867.0400390625,40.26729965209961,0.014032600447535515,23.595600128173828,1
2025,42091,1,42,42,2,4,0.016998587176203728,70950.5,1302.8599853515625,0.014032600447535515,23.595600128173828,1
2025,42091,1,42,42,2,5,0.030576061457395554,86219.5,3401.72998046875,0.014032600447535515,23.595600128173828,1
2025,42091,1,42,46,1,2,0,0,0,4.40756011812482e-5,0.06909690052270889,1
2025,42091,1,42,46,1,3,5.178536412131507e-6,5.467380046844482,0.117917999625206,4.40756011812482e-5,0.06909690052270889,1
2025,42091,1,42,46,1,4,1.8552856636233628e-4,207.77000427246094,3.8152599334716797,4.40756011812482e-5,0.06909690052270889,1
2025,42091,1,42,46,1,5,3.4737351234070957e-4,252.48300170898438,9.961549758911133,4.40756011812482e-5,0.06909690052270889,1
2025,42091,1,42,46,2,2,0,0,0,0.009907440282404423,19.74169921875,1
2025,42091,1,42,46,2,3,3.047298523597419e-4,1562.0899658203125,33.690399169921875,0.009907440282404423,19.74169921875,1
2025,42091,1,42,46,2,4,0.010726237669587135,59362.1015625,1090.06005859375,0.009907440282404423,19.74169921875,1
2025,42091,1,42,46,2,5,0.02065843529999256,72137.203125,2846.1201171875,0.009907440282404423,19.74169921875,1
2025,42091,1,42,47,1,2,0,0,0,7.967030251165852e-5,0.15269899368286133,1
2025,42091,1,42,47,1,3,1.8088763681589626e-5,12.082500457763672,0.26058900356292725,7.967030251165852e-5,0.15269899368286133,1
2025,42091,1,42,47,1,4,7.010148256085813e-4,459.1549987792969,8.431440353393555,7.967030251165852e-5,0.15269899368286133,1
2025,42091,1,42,47,1,5,9.468588978052139e-4,557.968017578125,22.014299392700195,7.967030251165852e-5,0.15269899368286133,1
2025,42091,1,42,48,2,2,0,0,0,0.2546530067920685,542.70098876953125,1
2025,42091,1,42,48,2,3,0.005384448450058699,42942,926.1519775390625,0.2546530067920685,542.70098876953125,1
2025,42091,1,42,48,2,4,0.1899987757205963,1631870,29965.900390625,0.2546530067920685,542.70098876953125,1
2025,42091,1,42,48,2,5,0.37152186036109924,1983060,78240.1015625,0.2546530067920685,542.70098876953125,1
2025,42091,1,42,48,3,2,0,0,0,0.0427825003862381,92.999603271484375,1
2025,42091,1,42,48,3,3,0.10963483154773712,7358.72998046875,158.7100067138672,0.0427825003862381,92.999603271484375,1
2025,42091,1,42,48,3,4,3.5440032482147217,279644,5135.08984375,0.0427825003862381,92.999603271484375,1
2025,42091,1,42,48,3,5,9.384140968322754,339825,13407.599609375,0.0427825003862381,92.999603271484375,1
2025,42091,1,43,41,1,2,0,0,0,5.342220174497925e-5,0.03375370055437088,1
2025,42091,1,43,41,1,3,4.097969849681249e-6,2.1605300903320312,0.04659729823470116,5.342220174497925e-5,0.03375370055437088,1
2025,42091,1,43,41,1,4,8.770461863605306e-5,51.43280029296875,0.9444559812545776,5.342220174497925e-5,0.03375370055437088,1
2025,42091,1,43,41,1,5,2.2297915711533278e-4,77.26090240478516,3.0482800006866455,5.342220174497925e-5,0.03375370055437088,1
2025,42091,1,43,41,2,2,0,0,0,9.022990125231445e-4,0.595579981803894,1
2025,42091,1,43,41,2,3,3.796032615355216e-5,38.12229919433594,0.8222029805183411,9.022990125231445e-4,0.595579981803894,1
2025,42091,1,43,41,2,4,8.191938977688551e-4,907.5250244140625,16.6648006439209,9.022990125231445e-4,0.595579981803894,1
2025,42091,1,43,41,2,5,0.00202408479526639,1363.260009765625,53.786598205566406,9.022990125231445e-4,0.595579981803894,1
2025,42091,1,43,42,1,2,0,0,0,0.06102399900555611,82.86409759521484,1
2025,42091,1,43,42,1,3,0.0038490083534270525,5304.02978515625,114.3949966430664,0.06102399900555611,82.86409759521484,1
2025,42091,1,43,42,1,4,0.08981785923242569,126266,2318.610107421875,0.06102399900555611,82.86409759521484,1
2025,42091,1,43,42,1,5,0.17196154594421387,189673,7483.419921875,0.06102399900555611,82.86409759521484,1
2025,42091,1,43,42,2,2,0,0,0,0.017026599496603012,16.840900421142578,1
2025,42091,1,43,42,2,3,2.6917425566352904e-4,1077.9599609375,23.249000549316406,0.017026599496603012,16.840900421142578,1
2025,42091,1,43,42,2,4,0.00587924150750041,25661.599609375,471.22198486328125,0.017026599496603012,16.840900421142578,1
2025,42091,1,43,42,2,5,0.014020384289324284,38548.19921875,1520.8900146484375,0.017026599496603012,16.840900421142578,1
2025,42091,1,43,46,1,2,0,0,0,0.0602274015545845,82.65489959716797,1
2025,42091,1,43,46,1,3,0.0044597238302230835,5290.64013671875,114.10600280761719,0.0602274015545845,82.65489959716797,1
2025,42091,1,43,46,1,4,0.1025969609618187,125947,2312.75,0.0602274015545845,82.65489959716797,1
2025,42091,1,43,46,1,5,0.206247940659523,189194,7464.52978515625,0.0602274015545845,82.65489959716797,1
2025,42091,1,43,46,2,2,0,0,0,1.2660000324249268,1496.800048828125,1
2025,42091,1,43,46,2,3,0.020898761227726936,95808.3984375,2066.35009765625,1.2660000324249268,1496.800048828125,1
2025,42091,1,43,46,2,4,0.45145487785339355,2280780,41881.80078125,1.2660000324249268,1496.800048828125,1
2025,42091,1,43,46,2,5,1.1428101062774658,3426130,135176,1.2660000324249268,1496.800048828125,1
2025,42091,1,43,47,1,2,0,0,0,2.276940067531541e-4,0.1438640058040619,1
2025,42091,1,43,47,1,3,2.4949600629042834e-5,9.208539962768555,0.1986050009727478,2.276940067531541e-4,0.1438640058040619,1
2025,42091,1,43,47,1,4,5.313658039085567e-4,219.21499633789062,4.025420188903809,2.276940067531541e-4,0.1438640058040619,1
2025,42091,1,43,47,1,5,0.0014219142030924559,329.29901123046875,12.992300033569336,2.276940067531541e-4,0.1438640058040619,1
2025,42091,1,43,47,2,2,0,0,0,0.07719919830560684,92.65460205078125,1
2025,42091,1,43,47,2,3,0.0010012391721829772,5930.7099609375,127.91100311279297,0.07719919830560684,92.65460205078125,1
2025,42091,1,43,47,2,4,0.021735161542892456,141184,2592.550048828125,0.07719919830560684,92.65460205078125,1
2025,42091,1,43,47,2,5,0.05410430207848549,212084,8367.599609375,0.07719919830560684,92.65460205078125,1
2025,42091,1,43,47,3,2,0,0,0,0.011448999866843224,14.410099983215332,1
2025,42091,1,43,47,3,3,0.013467229902744293,922.37200927734375,19.893299102783203,0.011448999866843224,14.410099983215332,1
2025,42091,1,43,47,3,4,0.2686845362186432,21957.599609375,403.20599365234375,0.011448999866843224,14.410099983215332,1
2025,42091,1,43,47,3,5,0.9016391038894653,32984.30078125,1301.3699951171875,0.011448999866843224,14.410099983215332,1
2025,42091,1,51,41,1,2,0,0,0,1.7512499471195042e-4,0.005810619797557592,1
2025,42091,1,51,41,1,3,4.486767011258053e-6,1.920300006866455,0.04141610115766525,1.7512499471195042e-4,0.005810619797557592,1
2025,42091,1,51,41,1,4,1.1417254427215084e-4,56.828800201416016,1.0435400009155273,1.7512499471195042e-4,0.005810619797557592,1
2025,42091,1,51,41,1,5,2.210088714491576e-4,64.566802978515625,2.5474400520324707,1.7512499471195042e-4,0.005810619797557592,1
2025,42091,1,51,42,1,2,0,0,0,0.0015352399786934257,0.16205699741840363,1
2025,42091,1,51,42,1,3,6.489835504908115e-5,53.556800842285156,1.1550899744033813,0.0015352399786934257,0.16205699741840363,1
2025,42091,1,51,42,1,4,0.0016211371403187513,1584.949951171875,29.10420036315918,0.0015352399786934257,0.16205699741840363,1
2025,42091,1,51,42,1,5,0.0036041829735040665,1800.760009765625,71.04759979248047,0.0015352399786934257,0.16205699741840363,1
2025,42091,1,51,42,2,2,0,0,0,8.533420041203499e-4,0.02365249954164028,1
2025,42091,1,51,42,2,3,7.967374585859943e-6,7.816669940948486,0.16858699917793274,8.533420041203499e-4,0.02365249954164028,1
2025,42091,1,51,42,2,4,2.106092288158834e-4,231.3249969482422,4.247799873352051,8.533420041203499e-4,0.02365249954164028,1
2025,42091,1,51,42,2,5,4.129210428800434e-4,262.8219909667969,10.369500160217285,8.533420041203499e-4,0.02365249954164028,1
2025,42091,1,51,46,1,2,0,0,0,1.993970072362572e-4,0.09066029638051987,1
2025,42091,1,51,46,1,3,3.945028583984822e-5,29.96150016784668,0.6461960077285767,1.993970072362572e-4,0.09066029638051987,1
2025,42091,1,51,46,1,4,0.0012120968895033002,886.6729736328125,16.28190040588379,1.993970072362572e-4,0.09066029638051987,1
2025,42091,1,51,46,1,5,0.0014975161757320166,1007.4099731445312,39.746498107910156,1.993970072362572e-4,0.09066029638051987,1
2025,42091,1,51,46,2,2,0,0,0,0.0371721014380455,18.366100311279297,1
2025,42091,1,51,46,2,3,0.0013043880462646484,6069.64013671875,130.90699768066406,0.0371721014380455,18.366100311279297,1
2025,42091,1,51,46,2,4,0.03507201746106148,179623,3298.419921875,0.0371721014380455,18.366100311279297,1
2025,42091,1,51,46,2,5,0.0659746453166008,204082,8051.89990234375,0.0371721014380455,18.366100311279297,1
2025,42091,1,51,47,1,2,0,0,0,2.1709700376959518e-5,0.006551779806613922,1
2025,42091,1,51,47,1,3,2.9753696253465023e-6,2.1652400493621826,0.04669880121946335,2.1709700376959518e-5,0.006551779806613922,1
2025,42091,1,51,47,1,4,7.780984014971182e-5,64.07740020751953,1.176650047302246,2.1709700376959518e-5,0.006551779806613922,1
2025,42091,1,51,47,1,5,1.6745616449043155e-4,72.802398681640625,2.8723700046539307,2.1709700376959518e-5,0.006551779806613922,1
2025,42091,1,51,47,2,2,0,0,0,0.1471879929304123,74.36009979248047,1
2025,42091,1,51,47,2,3,0.004269030876457691,24574.599609375,530.01300048828125,0.1471879929304123,74.36009979248047,1
2025,42091,1,51,47,2,4,0.11638499796390533,727254,13354.5,0.1471879929304123,74.36009979248047,1
2025,42091,1,51,47,2,5,0.21251071989536285,826280,32600.30078125,0.1471879929304123,74.36009979248047,1
2025,42091,1,51,47,3,2,0,0,0,0.014962400309741497,10.454500198364258,1
2025,42091,1,51,47,3,3,0.05004791170358658,3455.02001953125,74.51629638671875,0.014962400309741497,10.454500198364258,1
2025,42091,1,51,47,3,4,1.2135484218597412,102247,1877.550048828125,0.014962400309741497,10.454500198364258,1
2025,42091,1,51,47,3,5,3.1658899784088135,116169,4583.3798828125,0.014962400309741497,10.454500198364258,1
2025,42091,1,52,41,1,2,0,0,0,4.582029819488525,27379.19921875,1
2025,42091,1,52,41,1,3,0.13499486446380615,526741,11279.7998046875,4.582029819488525,27379.19921875,1
2025,42091,1,52,41,1,4,3.4960384368896484,14419800,265638,4.582029819488525,27379.19921875,1
2025,42091,1,52,41,1,5,6.24176025390625,17273400,682395,4.582029819488525,27379.19921875,1
2025,42091,1,52,41,2,2,0,0,0,8.5050201416015625,55140.8984375,1
2025,42091,1,52,41,2,3,0.0685301348567009,1060840,22717.19921875,8.5050201416015625,55140.8984375,1
2025,42091,1,52,41,2,4,1.7163382768630981,29041100,534986,8.5050201416015625,55140.8984375,1
2025,42091,1,52,41,2,5,3.4295084476470947,34788000,1374320,8.5050201416015625,55140.8984375,1
2025,42091,1,52,42,1,2,0,0,0,2.8433499336242676,17640.69921875,1
2025,42091,1,52,42,1,3,0.19974131882190704,339384,7267.68017578125,2.8433499336242676,17640.69921875,1
2025,42091,1,52,42,1,4,5.247543811798096,9290830,171153,2.8433499336242676,17640.69921875,1
2025,42091,1,52,42,1,5,8.752869606018066,11129400,439673,2.8433499336242676,17640.69921875,1
2025,42091,1,52,42,2,2,0,0,0,4.4612298011779785,29751.19921875,1
2025,42091,1,52,42,2,3,0.03928278759121895,572375,12257,4.4612298011779785,29751.19921875,1
2025,42091,1,52,42,2,4,0.9793660640716553,15669100,288651,4.4612298011779785,29751.19921875,1
2025,42091,1,52,42,2,5,1.9784921407699585,18769900,741515,4.4612298011779785,29751.19921875,1
2025,42091,1,52,46,1,2,0,0,0,0.617805004119873,4430.16015625,1
2025,42091,1,52,46,1,3,0.06624438613653183,85230.6015625,1825.1600341796875,0.617805004119873,4430.16015625,1
2025,42091,1,52,46,1,4,1.722321629524231,2333240,42982.19921875,0.617805004119873,4430.16015625,1
2025,42091,1,52,46,1,5,2.9518394470214844,2794960,110417,0.617805004119873,4430.16015625,1
2025,42091,1,52,46,2,2,0,0,0,3.769979953765869,19774.400390625,1
2025,42091,1,52,46,2,3,0.05589401721954346,380434,8146.740234375,3.769979953765869,19774.400390625,1
2025,42091,1,52,46,2,4,1.346634030342102,10414600,191854,3.769979953765869,19774.400390625,1
2025,42091,1,52,46,2,5,3.0354795455932617,12475600,492854,3.769979953765869,19774.400390625,1
2025,42091,1,52,47,1,2,0,0,0,0.0010701699648052454,2.0939300060272217,1
2025,42091,1,52,47,1,3,5.10483660036698e-5,40.28450012207031,0.8626649975776672,0.0010701699648052454,2.0939300060272217,1
2025,42091,1,52,47,1,4,0.0011580584105104208,1102.81005859375,20.31559944152832,0.0010701699648052454,2.0939300060272217,1
2025,42091,1,52,47,1,5,0.0033115632832050323,1321.050048828125,52.18870162963867,0.0010701699648052454,2.0939300060272217,1
2025,42091,1,52,47,2,2,0,0,0,2.6803998947143555,12485.2001953125,1
2025,42091,1,52,47,2,3,0.03572973236441612,240199,5143.68994140625,2.6803998947143555,12485.2001953125,1
2025,42091,1,52,47,2,4,0.8676148056983948,6575570,121133,2.6803998947143555,12485.2001953125,1
2025,42091,1,52,47,2,5,1.8958860635757446,7876820,311178,2.6803998947143555,12485.2001953125,1
2025,42091,1,52,47,3,2,0,0,0,0.10276000201702118,836.92901611328125,1
2025,42091,1,52,47,3,3,0.23179124295711517,16101.400390625,344.8009948730469,0.10276000201702118,836.92901611328125,1
2025,42091,1,52,47,3,4,5.2620158195495605,440786,8120.02001953125,0.10276000201702118,836.92901611328125,1
2025,42091,1,52,47,3,5,14.374344825744629,528013,20859.5,0.10276000201702118,836.92901611328125,1
2025,42091,1,53,41,1,2,0,0,0,0.23550499975681305,115.5250015258789,1
2025,42091,1,53,41,1,3,0.01027628593146801,37084.30078125,759.60302734375,0.23550499975681305,115.5250015258789,1
2025,42091,1,53,41,1,4,0.2629038691520691,986116,18591.599609375,0.23550499975681305,115.5250015258789,1
2025,42091,1,53,41,1,5,0.48427286744117737,1295130,43826.3984375,0.23550499975681305,115.5250015258789,1
2025,42091,1,53,41,2,2,0,0,0,0.37511399388313293,222.48500061035156,1
2025,42091,1,53,41,2,3,0.004394198302179575,71419.3984375,1462.8900146484375,0.37511399388313293,222.48500061035156,1
2025,42091,1,53,41,2,4,0.11119244992733002,1899130,35805,0.37511399388313293,222.48500061035156,1
2025,42091,1,53,41,2,5,0.2148364931344986,2494240,84403.703125,0.37511399388313293,222.48500061035156,1
2025,42091,1,53,42,1,2,0,0,0,0.10592799633741379,70.76570129394531,1
2025,42091,1,53,42,1,3,0.012394728139042854,22716.30078125,465.302001953125,0.10592799633741379,70.76570129394531,1
2025,42091,1,53,42,1,4,0.3213845491409302,604054,11388.5,0.10592799633741379,70.76570129394531,1
2025,42091,1,53,42,1,5,0.5402196049690247,793342,26846.19921875,0.10592799633741379,70.76570129394531,1
2025,42091,1,53,42,2,2,0,0,0,0.19118499755859375,120.16799926757812,1
2025,42091,1,53,42,2,3,0.0023122255224734545,38574.80078125,790.13397216796875,0.19118499755859375,120.16799926757812,1
2025,42091,1,53,42,2,4,0.058458101004362106,1025750,19338.900390625,0.19118499755859375,120.16799926757812,1
2025,42091,1,53,42,2,5,0.11375929415225983,1347180,45587.8984375,0.19118499755859375,120.16799926757812,1
2025,42091,1,53,46,1,2,0,0,0,0.04444500058889389,19.94420051574707,1
2025,42091,1,53,46,1,3,0.0055080619640648365,6402.25,131.13800048828125,0.04444500058889389,19.94420051574707,1
2025,42091,1,53,46,1,4,0.14099575579166412,170243,3209.669921875,0.04444500058889389,19.94420051574707,1
2025,42091,1,53,46,1,5,0.25692009925842285,223591,7566.2001953125,0.04444500058889389,19.94420051574707,1
2025,42091,1,53,46,2,2,0,0,0,0.17956699430942535,80.98400115966797,1
2025,42091,1,53,46,2,3,0.00437469407916069,25996.5,532.489990234375,0.17956699430942535,80.98400115966797,1
2025,42091,1,53,46,2,4,0.10920035094022751,691278,13032.900390625,0.17956699430942535,80.98400115966797,1
2025,42091,1,53,46,2,5,0.22939768433570862,907899,30722.69921875,0.17956699430942535,80.98400115966797,1
2025,42091,1,53,47,1,2,0,0,0,4.8661600885679945e-5,0.006246950011700392,1
2025,42091,1,53,47,1,3,2.3082518509909278e-6,2.0053200721740723,0.041075199842453,4.8661600885679945e-5,0.006246950011700392,1
2025,42091,1,53,47,1,4,5.632909233099781e-5,53.32379913330078,1.0053399801254272,4.8661600885679945e-5,0.006246950011700392,1
2025,42091,1,53,47,1,5,1.4414118777494878e-4,70.033599853515625,2.369889974594116,4.8661600885679945e-5,0.006246950011700392,1
2025,42091,1,53,47,2,2,0,0,0,0.11992199718952179,50.582298278808594,1
2025,42091,1,53,47,2,3,0.0025059953331947327,16237.2998046875,332.59100341796875,0.11992199718952179,50.582298278808594,1
2025,42091,1,53,47,2,4,0.06296974420547485,431769,8140.31982421875,0.11992199718952179,50.582298278808594,1
2025,42091,1,53,47,2,5,0.12660297751426697,567070,19189.30078125,0.11992199718952179,50.582298278808594,1
2025,42091,1,53,47,3,2,0,0,0,0.004683970008045435,3.3891000747680664,1
2025,42091,1,53,47,3,3,0.014283544383943081,1087.9300537109375,22.28420066833496,0.004683970008045435,3.3891000747680664,1
2025,42091,1,53,47,3,4,0.3465956747531891,28929.30078125,545.41497802734375,0.004683970008045435,3.3891000747680664,1
