sourceTypeID,yearID,ageID,ageFraction
11,2022,0,0.04708501445762031
11,2022,1,0.09611003647748734
11,2022,2,0.11861224979610722
11,2022,3,0.047366174973887946
11,2022,4,0.04701941033715786
11,2022,5,0.04096508722019474
11,2022,6,0.043401811694514264
11,2022,7,0.03955928463885656
11,2022,8,0.03375800598653431
11,2022,9,0.03251152769774778
11,2022,10,0.029184461588580745
11,2022,11,0.017535044197891644
11,2022,12,0.017581904283936245
11,2022,13,0.03476081182788888
11,2022,14,0.028640884590463312
11,2022,15,0.03767550917986339
11,2022,16,0.034029794485593026
11,2022,17,0.02688831737239504
11,2022,18,0.01933447150200452
11,2022,19,0.02347690310834771
11,2022,20,0.020224813136852038
11,2022,21,0.016101125564926693
11,2022,22,0.011461977046510675
11,2022,23,0.008350467333148825
11,2022,24,0.005782534617904405
11,2022,25,0.004479824225864353
11,2022,26,0.004751612724923068
11,2022,27,0.004592288432371408
11,2022,28,0.003139625764988616
11,2022,29,0.004348615984939456
11,2022,30,0.03846275862541277
21,2022,0,0.030626668976581936
21,2022,1,0.0500792556886143
21,2022,2,0.05820586097192308
21,2022,3,0.059696371520380424
21,2022,4,0.05510142180411704
21,2022,5,0.06082612155392452
21,2022,6,0.053677367139985825
21,2022,7,0.057455858848813976
21,2022,8,0.04771532494615648
21,2022,9,0.053582430162377084
21,2022,10,0.0442881000544807
21,2022,11,0.03649377419280254
21,2022,12,0.04004441715536969
21,2022,13,0.03648428049504166
21,2022,14,0.036712129241302655
21,2022,15,0.03743365027112913
21,2022,16,0.029316538685581223
21,2022,17,0.026468429357318798
21,2022,18,0.02265196285744715
21,2022,19,0.021028540540337565
21,2022,20,0.016110805100204448
21,2022,21,0.012056996156310932
21,2022,22,0.011335475126484449
21,2022,23,0.0081360989810696591
21,2022,24,0.006180397242329462
21,2022,25,0.004623430809546003
21,2022,26,0.003237350936458289
21,2022,27,0.0033322879140670367
21,2022,28,0.0023164622536534386
21,2022,29,0.0019651954365010726
21,2022,30,0.02217727796940341
31,2022,0,0.0620642844829262
31,2022,1,0.11331617912643305
31,2022,2,0.09764210320813801
31,2022,3,0.09282903399005116
31,2022,4,0.0697846419761807
31,2022,5,0.060012652957640696
31,2022,6,0.05076572603561926
31,2022,7,0.04971560184258213
31,2022,8,0.03924353002868403
31,2022,9,0.03796976827601862
31,2022,10,0.03387622859760535
31,2022,11,0.034994416395746734
31,2022,12,0.027692163905275548
31,2022,13,0.021790077005520544
31,2022,14,0.03066751578554743
31,2022,15,0.027643547044486794
31,2022,16,0.025426618192519512
31,2022,17,0.022849924570715434
31,2022,18,0.020409358159119866
31,2022,19,0.014779525679781896
31,2022,20,0.011259664958675943
31,2022,21,0.00733142260694444
31,2022,22,0.005736789573073236
31,2022,23,0.003889348863100499
31,2022,24,0.0025378001331730756
31,2022,25,0.0020710782696010156
31,2022,26,0.0010987410538258909
31,2022,27,0.0010890176816681395
31,2022,28,6.70912678884836e-4
31,2022,29,4.472751192565574e-4
31,2022,30,0.002722544204170349
32,2022,0,0.08558213185487576
32,2022,1,0.10965573198124727
32,2022,2,0.11808632608172757
32,2022,3,0.09661344821800423
32,2022,4,0.07087693274153797
32,2022,5,0.07049020824151594
32,2022,6,0.06177923887851967
32,2022,7,0.05527259916564897
32,2022,8,0.04357418303998249
32,2022,9,0.04214330238990097
32,2022,10,0.0341381052394449
32,2022,11,0.025378795313945872
32,2022,12,0.020341708701158902
32,2022,13,0.015391635100876887
32,2022,14,0.022836081726301007
32,2022,15,0.016513136150940782
32,2022,16,0.019558591588614286
32,2022,17,0.012520205688213297
32,2022,18,0.00992915153806568
32,2022,19,0.00823723185046929
32,2022,20,0.0061199152128486615
32,2022,21,0.005327129987803496
32,2022,22,0.004437663637752822
32,2022,23,0.0032194814626834195
32,2022,24,0.001923954387609611
32,2022,25,0.0013825400875787657
32,2022,26,7.347765500418615e-4
32,2022,27,8.02453337545717e-4
32,2022,28,5.994229750341502e-4
32,2022,29,2.417028125137702e-4
32,2022,30,0.003093796000176259
41,2022,0,0.016005643047818725
41,2022,1,0.016005643047818725
41,2022,2,0.025785322915877235
41,2022,3,0.06046885550297659
41,2022,4,0.028902943822582794
41,2022,5,0.06846703771006049
41,2022,6,0.03601037719917939
41,2022,7,0.027566820576851843
41,2022,8,0.04090021713320866
41,2022,9,0.03467425395344845
41,2022,10,0.06179570011505664
41,2022,11,0.0369011260296667
41,2022,12,0.02045010856660433
41,2022,13,0.042681714794183256
41,2022,14,0.029339039604175537
41,2022,15,0.156493435156238
41,2022,16,0.12003768354181497
41,2022,17,0.05246139466224177
41,2022,18,0.0035537166882983018
41,2022,19,0.0031083422730546506
41,2022,20,0.005780588764516559
41,2022,21,0.008443556622327559
41,2022,22,0.0035537166882983018
41,2022,23,0.019559359736117027
41,2022,24,0.004444465518785605
41,2022,25,4.4537441524365143e-4
41,2022,26,0.0017814976609746057
41,2022,27,0
41,2022,28,0
41,2022,29,0
41,2022,30,0.002226872076218257
42,2022,0,0.04089389942075573
42,2022,1,0.10761394607960734
42,2022,2,0.016617520987113943
42,2022,3,0.0986452840306054
42,2022,4,0.06552022564895167
42,2022,5,0.05476183059351569
42,2022,6,0.06767990346677154
42,2022,7,0.09577571211526141
42,2022,8,0.011478287661375939
42,2022,9,0.026666021945025806
42,2022,10,0.06636010035588162
42,2022,11,0.0986452840306054
42,2022,12,0.0278558444465099
42,2022,13,0.0786782627241875
42,2022,14,0.02498627253116591
42,2022,15,0.0094485904529619
42,2022,16,0.007768841039102006
42,2022,17,0.0060990901336579455
42,2022,18,0.001789733006434053
42,2022,19,0.0038294287232639233
42,2022,20,0.005499179628707983
42,2022,21,0.006219072234647938
42,2022,22,0.0022696614103940222
42,2022,23,0.018177288299983847
42,2022,24,0.006699000638607909
42,2022,25,0.003709446622273931
42,2022,26,0.011718251863355922
42,2022,27,3.599463029699772e-4
42,2022,28,0
42,2022,29,0.00023996420197998477
42,2022,30,0.03383495247917785
43,2022,0,0.05390730982742715
43,2022,1,0.019235218953779335
43,2022,2,0.03927880407118584
43,2022,3,0.056663546264854765
43,2022,4,0.042502529374325575
43,2022,5,0.035246712604418945
43,2022,6,0.05114133403863052
43,2022,7,0.07728175311303241
43,2022,8,0.07210041818472325
43,2022,9,0.03477922373870683
43,2022,10,0.06081250994804971
43,2022,11,0.09997444180280754
43,2022,12,0.0390450596383298
43,2022,13,0.04733324765335066
43,2022,14,0.06092938216447773
43,2022,15,0.04123641369635529
43,2022,16,0.0878781674025068
43,2022,17,0.030980876704795976
43,2022,18,0.007713566284249737
43,2022,19,0.003223725303139726
43,2022,20,0.004032091466766908
43,2022,21,0.002989980870283673
43,2022,22,0.001616732327254364
43,2022,23,0.0025322313559405702
43,2022,24,6.914939471991558e-4
43,2022,25,1.1687221642802634e-4
43,2022,26,3.4087729791507673e-4
43,2022,27,0
43,2022,28,1.1687221642802634e-4
43,2022,29,0
43,2022,30,2.3374443285605268e-4
51,2022,0,0.013146293246046669
51,2022,1,0.0213615083731166
51,2022,2,0.03450780161916327
51,2022,3,0.06819700528972171
51,2022,4,0.1322912756227454
51,2022,5,0.1577652641662339
51,2022,6,0.11421390425772199
51,2022,7,0.039438879738140004
51,2022,8,0.020542910424511774
51,2022,9,0.11256696314683845
51,2022,10,0.06162873127353531
51,2022,11,0.04026722290041871
51,2022,12,0.01972431247590694
51,2022,13,0.011499352135163137
51,2022,14,0.027939527602976872
51,2022,15,0.0106807541865583
51,2022,16,0.013964891194651505
51,2022,17,0.011499352135163137
51,2022,18,0.009033813075674768
51,2022,19,0.006578019229860268
51,2022,20,0.0106807541865583
51,2022,21,0.00986215623795347
51,2022,22,0.009033813075674768
51,2022,23,0.004931078118976735
51,2022,24,0.0024655390594883675
51,2022,25,0
51,2022,26,0.0024655390594883675
51,2022,27,0.001646941110883534
51,2022,28,0.0024655390594883675
51,2022,29,8.185979486048334e-4
51,2022,30,0.0032841370080932005
52,2022,0,0.02181663935635338
52,2022,1,0.03387079093349821
52,2022,2,0.06262658827000264
52,2022,3,0.07984156672009997
52,2022,4,0.059069926055605536
52,2022,5,0.057887427535870416
52,2022,6,0.06922658000805913
52,2022,7,0.05716326177572255
52,2022,8,0.046319108683888076
52,2022,9,0.04273494650391574
52,2022,10,0.035676622006272
52,2022,11,0.02782079850694643
52,2022,12,0.022256638805557144
52,2022,13,0.02433746953408329
52,2022,14,0.033256625035651285
52,2022,15,0.046218275476778876
52,2022,16,0.035749955247805956
52,2022,17,0.02846246437036859
52,2022,18,0.02626246712434976
52,2022,19,0.014721648237942659
52,2022,20,0.013438316511098343
52,2022,21,0.014950814617736287
52,2022,22,0.016307479586114566
52,2022,23,0.010972486264518905
52,2022,24,0.0067191582555491715
52,2022,25,0.005609992977348011
52,2022,26,0.003409995731329184
52,2022,27,0.004592494251064304
52,2022,28,0.0025666634536886325
52,2022,29,0.0020258307973756713
52,2022,30,0.010770819850300513
53,2022,0,0.026639276018368886
53,2022,1,0.05436942397279623
53,2022,2,0.057632872789912304
53,2022,3,0.15386794493059935
53,2022,4,0.06470062289664405
53,2022,5,0.14789106675992608
53,2022,6,0.07557267429299143
53,2022,7,0.08753559762539727
53,2022,8,0.028821019890485817
53,2022,9,0.027730147954427346
53,2022,10,0.0239258466648117
53,2022,11,0.018489820966638006
53,2022,12,0.00869947451528977
53,2022,13,0.012503775804905422
53,2022,14,0.02174410279269477
53,2022,15,0.01196292333240585
53,2022,16,0.024466699137311268
53,2022,17,0.0070677501067317305
53,2022,18,0.00869947451528977
53,2022,19,0.0070677501067317305
53,2022,20,0.007608602579231305
53,2022,21,0.009790346451348235
53,2022,22,0.005976878170673266
53,2022,23,0.0070677501067317305
53,2022,24,0.003263448817116078
53,2022,25,0.002172576881057614
53,2022,26,0
53,2022,27,0.001631724408558039
53,2022,28,0.003263448817116078
53,2022,29,5.408524724995747e-4
53,2022,30,0.005976878170673266
54,2022,0,0.027109085283508968
54,2022,1,0.057130867840658676
54,2022,2,0.039700337761097
54,2022,3,0.054218170567017936
54,2022,4,0.047443181924254826
54,2022,5,0.03389320463872862
54,2022,6,0.030012651844693157
54,2022,7,0.026141229763114237
54,2022,8,0.021301952161140593
54,2022,9,0.023237663201930055
54,2022,10,0.01259125247758803
54,2022,11,0.015494819038772218
54,2022,12,0.00871069968355256
54,2022,13,0.017430530079561676
54,2022,14,0.030980507365087884
54,2022,15,0.01259125247758803
54,2022,16,0.030980507365087884
54,2022,17,0.024205518722324782
54,2022,18,0.030980507365087884
54,2022,19,0.019366241120351135
54,2022,20,0.024205518722324782
54,2022,21,0.02517337424271951
54,2022,22,0.029044796324298423
54,2022,23,0.029044796324298423
54,2022,24,0.028076940803903695
54,2022,25,0.01259125247758803
54,2022,26,0.02226980768153532
54,2022,27,0.021301952161140593
54,2022,28,0.015494819038772218
54,2022,29,0.01646267455916695
54,2022,30,0.1258760019260541
61,2022,0,0.06478397817933763
61,2022,1,0.050821429543114395
61,2022,2,0.050821429543114395
61,2022,3,0.08960940838364871
61,2022,4,0.07680806432884175
61,2022,5,0.08301676301818851
61,2022,6,0.11598935439856548
61,2022,7,0.062452204463429126
61,2022,8,0.05431440784043919
61,2022,9,0.05004417163781155
61,2022,10,0.03491105386709609
61,2022,11,0.013185290730920412
61,2022,12,0.011640139473390673
61,2022,13,0.011246828244201286
61,2022,14,0.012417397378693509
61,2022,15,0.03530436509628547
61,2022,16,0.02404817229900825
61,2022,17,0.01823278483885088
61,2022,18,0.009308365757482165
61,2022,19,0.008147161176065877
61,2022,20,0.0062086986893467545
61,2022,21,0.008924419081368715
61,2022,22,0.013962548636223248
61,2022,23,0.009308365757482165
61,2022,24,0.005431440784043918
61,2022,25,0.001554515810605673
61,2022,26,3.8394667611344943e-4
61,2022,27,0.006592645365460206
61,2022,28,0.0019384624867191226
61,2022,29,0.001161204581416286
61,2022,30,0.0038769249734382453
62,2022,0,0.05344521912137907
62,2022,1,0.024645031499266452
62,2022,2,0.04851811885644451
62,2022,3,0.08743935189704938
62,2022,4,0.06175553136707139
62,2022,5,0.07939588453998021
62,2022,6,0.09496818982605965
