SourceTypeID,RoadTypeID,HourDayID,avgSpeedBinID,avgSpeedFraction,FIP
11,5,185,12,0.015531,36085
11,5,185,11,0.0148736,36085
11,5,185,10,0.0129448,36085
11,5,185,9,0.017919,36085
11,5,195,3,0.158065,36085
11,5,155,2,0.129258,36085
11,5,175,4,0.209851,36085
11,5,155,11,0.01237,36085
11,5,155,10,0.012327,36085
11,5,155,9,0.0140871,36085
11,5,155,8,0.0195839,36085
11,5,155,7,0.0334122,36085
11,5,155,6,0.0697567,36085
11,5,155,5,0.146921,36085
11,5,155,13,0.0186204,36085
11,5,155,3,0.181553,36085
11,5,155,14,0.0133147,36085
11,5,155,1,0.113751,36085
11,5,145,16,0.00623736,36085
11,5,145,15,0.00534248,36085
11,5,145,14,0.0191898,36085
11,5,145,13,0.0243007,36085
11,5,145,12,0.0187876,36085
11,5,145,11,0.0158227,36085
11,5,35,15,0.0175098,36085
11,5,155,4,0.208176,36085
11,5,165,7,0.0384038,36085
11,5,175,1,0.103392,36085
11,5,165,16,0.00369362,36085
11,5,165,15,0.0036033,36085
11,5,165,14,0.00993661,36085
11,5,165,13,0.0177019,36085
11,5,165,12,0.0163429,36085
11,5,165,11,0.013326,36085
11,5,165,10,0.0144862,36085
11,5,155,12,0.0173501,36085
11,5,165,8,0.0236417,36085
11,5,195,15,0.00316841,36085
11,5,165,6,0.0763486,36085
11,5,165,5,0.150959,36085
11,5,165,4,0.204217,36085
11,5,165,3,0.181238,36085
11,5,165,2,0.125224,36085
11,5,165,1,0.103805,36085
11,5,155,16,0.00491241,36085
11,5,155,15,0.00460674,36085
11,5,165,9,0.0170727,36085
11,5,235,2,0.0851387,36085
11,5,225,9,0.0223465,36085
11,5,235,11,0.0212168,36085
11,5,235,10,0.0174103,36085
11,5,235,9,0.0227256,36085
11,5,235,8,0.0328315,36085
11,5,235,7,0.0563046,36085
11,5,235,6,0.12477,36085
11,5,235,5,0.18092,36085
11,5,235,13,0.0374533,36085
11,5,235,3,0.0987991,36085
11,5,235,14,0.026475,36085
11,5,235,1,0.0905682,36085
11,5,225,16,0.00753384,36085
11,5,225,15,0.00663389,36085
11,5,225,14,0.0195728,36085
11,5,225,13,0.0337596,36085
11,5,225,12,0.027274,36085
11,5,225,11,0.020179,36085
11,5,195,13,0.0174571,36085
11,5,235,4,0.159651,36085
11,5,245,7,0.0643202,36085
11,4,132,1,0.0347632,36085
11,5,245,16,0.0121113,36085
11,5,245,15,0.0139876,36085
11,5,245,14,0.0311595,36085
11,5,245,13,0.0341348,36085
11,5,245,12,0.0298843,36085
11,5,245,11,0.0214475,36085
11,5,245,10,0.0187984,36085
11,5,235,12,0.0288601,36085
11,5,245,8,0.0340789,36085
11,5,225,8,0.0294161,36085
11,5,245,6,0.128461,36085
11,5,245,5,0.180924,36085
11,5,245,4,0.143358,36085
11,5,245,3,0.095104,36085
11,5,245,2,0.0804192,36085
11,5,245,1,0.0843379,36085
11,5,235,16,0.0070602,36085
11,5,235,15,0.00981652,36085
11,5,245,9,0.0274738,36085
11,5,205,8,0.026375,36085
11,5,225,10,0.0191286,36085
11,5,215,1,0.0912128,36085
11,5,205,16,0.00584,36085
11,5,205,15,0.00411238,36085
11,5,205,14,0.0141131,36085
11,5,205,13,0.0240782,36085
11,5,205,12,0.0230971,36085
11,5,205,11,0.0176815,36085
11,5,215,3,0.122053,36085
11,5,205,9,0.0206178,36085
11,5,215,4,0.187991,36085
11,5,205,7,0.0494113,36085
11,5,205,6,0.0959185,36085
11,5,205,5,0.178109,36085
11,5,205,4,0.199303,36085
11,5,205,3,0.138547,36085
11,5,205,2,0.0889479,36085
11,5,205,1,0.0962368,36085
11,5,195,16,0.00503447,36085
11,5,205,10,0.0176109,36085
11,5,215,13,0.0301802,36085
11,5,225,7,0.0524196,36085
11,5,225,6,0.114551,36085
11,5,225,5,0.190868,36085
11,5,225,4,0.176683,36085
11,5,225,3,0.111361,36085
11,5,225,2,0.0784384,36085
11,5,225,1,0.0898346,36085
11,5,215,16,0.00571475,36085
11,5,215,2,0.0826208,36085
11,5,215,14,0.0184827,36085
11,5,145,8,0.022503,36085
11,5,215,12,0.0266678,36085
11,5,215,11,0.019339,36085
11,5,215,10,0.016630700000000002,36085
11,5,215,9,0.0195914,36085
11,5,215,8,0.0280222,36085
11,5,215,7,0.0515506,36085
11,5,215,6,0.107471,36085
11,5,215,5,0.187424,36085
11,5,215,15,0.00504884,36085
11,5,75,4,0.17443,36085
11,5,65,11,0.0209365,36085
11,5,75,13,0.0246725,36085
11,5,75,12,0.0239575,36085
11,5,75,11,0.0220424,36085
11,5,75,10,0.0203805,36085
11,5,75,9,0.0248162,36085
11,5,75,8,0.0395351,36085
11,5,75,7,0.0712253,36085
11,5,75,15,0.00684756,36085
11,5,75,5,0.183452,36085
11,5,75,16,0.00362079,36085
11,5,75,3,0.119664,36085
11,5,75,2,0.0681775,36085
11,5,75,1,0.0760012,36085
11,5,65,16,0.0105469,36085
11,5,65,15,0.0201665,36085
11,5,65,14,0.0521939,36085
11,5,65,13,0.0493132,36085
11,5,95,4,0.196687,36085
11,5,75,6,0.123101,36085
11,5,85,9,0.014744,36085
11,5,145,10,0.013737,36085
11,5,95,2,0.110937,36085
11,5,95,1,0.0948147,36085
11,5,85,16,0.0044289,36085
11,5,85,15,0.00409883,36085
11,5,85,14,0.0104011,36085
11,5,85,13,0.0172698,36085
11,5,85,12,0.0156354,36085
11,5,75,14,0.0180764,36085
11,5,85,10,0.011375,36085
11,5,65,10,0.0219374,36085
11,5,85,8,0.0217103,36085
11,5,85,7,0.0376159,36085
11,5,85,6,0.0753107,36085
11,5,85,5,0.140141,36085
11,5,85,4,0.202241,36085
11,5,85,3,0.184279,36085
11,5,85,2,0.138836,36085
11,5,85,1,0.110253,36085
11,5,85,11,0.0116604,36085
11,5,45,10,0.016828,36085
11,5,65,12,0.0436071,36085
11,5,55,3,0.0898179,36085
11,5,55,2,0.0588584,36085
11,5,55,1,0.0990944,36085
11,5,45,16,0.0261435,36085
11,5,45,15,0.0553648,36085
11,5,45,14,0.0470692,36085
11,5,45,13,0.0355592,36085
11,5,55,5,0.125841,36085
11,5,45,11,0.0258157,36085
11,5,55,6,0.133889,36085
11,5,45,9,0.0423796,36085
11,5,45,8,0.0348125,36085
11,5,45,7,0.0679767,36085
11,5,45,6,0.111549,36085
11,5,45,5,0.136145,36085
11,5,45,4,0.103281,36085
11,5,45,3,0.0916525,36085
11,5,45,2,0.0771101,36085
11,5,45,12,0.0321899,36085
11,5,55,15,0.0129733,36085
11,5,65,9,0.0279047,36085
11,5,65,8,0.0523998,36085
11,5,65,7,0.0777686,36085
11,5,65,6,0.118629,36085
11,5,65,5,0.158532,36085
11,5,65,4,0.119812,36085
11,5,65,3,0.0830429,36085
11,5,65,2,0.0576691,36085
11,5,55,4,0.125305,36085
11,5,55,16,0.0328551,36085
11,5,95,5,0.153609,36085
11,5,55,14,0.0380885,36085
11,5,55,13,0.0308273,36085
11,5,55,12,0.0295929,36085
11,5,55,11,0.0227599,36085
11,5,55,10,0.0260977,36085
11,5,55,9,0.0300338,36085
11,5,55,8,0.0455072,36085
11,5,55,7,0.0984583,36085
11,5,65,1,0.0855403,36085
11,5,125,8,0.0206348,36085
11,5,115,15,0.00617884,36085
11,5,135,1,0.0969679,36085
11,5,125,16,0.00490045,36085
11,5,125,15,0.00539526,36085
11,5,125,14,0.0179465,36085
11,5,125,13,0.0254129,36085
11,5,125,12,0.0209854,36085
11,5,125,11,0.0158212,36085
11,5,135,3,0.148831,36085
11,5,125,9,0.0151198,36085
11,5,135,4,0.210661,36085
11,5,125,7,0.0414681,36085
11,5,125,6,0.0961496,36085
11,5,125,5,0.177188,36085
11,5,125,4,0.205767,36085
11,5,125,3,0.145681,36085
11,5,125,2,0.0919376,36085
11,5,125,1,0.102379,36085
11,5,95,3,0.154182,36085
11,5,125,10,0.0132125,36085
11,5,135,13,0.0206829,36085
11,5,145,7,0.0407768,36085
11,5,145,6,0.083608,36085
11,5,145,5,0.170869,36085
11,5,145,4,0.207204,36085
11,5,145,3,0.150264,36085
11,5,145,2,0.10155,36085
11,5,145,1,0.105,36085
11,5,135,16,0.00565399,36085
11,5,135,2,0.100035,36085
11,5,135,14,0.0170619,36085
11,5,115,14,0.0194334,36085
11,5,135,12,0.0170826,36085
11,5,135,11,0.0151959,36085
11,5,135,10,0.0152525,36085
11,5,135,9,0.017044,36085
11,5,135,8,0.0221628,36085
11,5,135,7,0.040056,36085
11,5,135,6,0.0922501,36085
11,5,135,5,0.175233,36085
11,5,135,15,0.00582925,36085
11,5,95,14,0.019126400000000002,36085
11,5,115,16,0.00536745,36085
11,5,105,7,0.0506095,36085
11,5,105,6,0.098977,36085
11,5,105,5,0.174188,36085
11,5,105,4,0.194189,36085
11,5,105,3,0.133897,36085
11,5,105,2,0.0856199,36085
11,5,105,1,0.0897016,36085
11,5,105,9,0.0173781,36085
11,5,95,15,0.00573198,36085
11,5,105,10,0.0153965,36085
11,5,95,13,0.0299132,36085
11,5,95,12,0.0249263,36085
11,5,95,11,0.0173214,36085
11,5,95,10,0.0151874,36085
11,5,95,9,0.0172341,36085
11,5,95,8,0.0285434,36085
11,5,95,7,0.0422738,36085
11,5,95,6,0.0839468,36085
11,5,95,16,0.00556497,36085
11,5,115,3,0.128249,36085
11,5,115,13,0.0294149,36085
11,5,115,12,0.0269929,36085
11,5,115,11,0.0176144,36085
11,5,115,10,0.0150801,36085
11,5,115,9,0.0165728,36085
11,5,115,8,0.0234666,36085
11,5,115,7,0.045064,36085
11,5,115,6,0.10466,36085
11,5,105,8,0.0267333,36085
11,5,115,4,0.201062,36085
11,5,195,10,0.0183856,36085
11,5,115,2,0.0879758,36085
11,5,115,1,0.091465,36085
11,5,105,16,0.00567378,36085
11,5,105,15,0.00578137,36085
11,5,105,14,0.0229413,36085
11,5,105,13,0.0331277,36085
11,5,105,12,0.0283886,36085
11,5,105,11,0.0173974,36085
11,5,115,5,0.181404,36085
11,4,25,12,0.202361,36085
11,4,25,3,0.0110903,36085
11,4,35,5,0.00259299,36085
11,4,35,4,0.00400735,36085
11,4,35,3,0.00377163,36085
11,4,35,2,0.00782613,36085
11,4,35,1,0.0129178,36085
11,4,25,16,0.0539235,36085
11,4,25,15,0.130077,36085
11,4,35,7,0.00410165,36085
11,4,25,13,0.19689,36085
11,4,35,8,0.00570459,36085
11,4,25,11,0.0991226,36085
11,4,25,10,0.0356615,36085
11,4,25,9,0.0364008,36085
11,4,25,8,0.018681,36085
11,4,25,7,0.0065556,36085
11,4,25,6,0.0111149,36085
11,4,25,5,2.71096e-4,36085
11,4,45,12,0.162429,36085
11,4,25,14,0.174364,36085
11,4,45,1,0.00315235,36085
11,4,232,9,0.0743573,36085
11,4,45,10,0.0348418,36085
11,4,45,9,0.0529263,36085
11,4,45,8,0.0204903,36085
11,4,45,7,0.00394044,36085
11,4,45,6,0.00738314,36085
11,4,45,5,0.0165913,36085
11,4,45,4,0.0205732,36085
11,4,35,6,0.00424308,36085
11,4,45,2,0.0043967,36085
11,4,25,2,0.0101538,36085
11,4,35,16,0.0407807,36085
11,4,35,15,0.0911791,36085
11,4,35,14,0.226345,36085
11,4,35,13,0.227005,36085
11,4,35,12,0.208948,36085
11,4,35,11,0.0678422,36085
11,4,35,10,0.0513413,36085
11,4,35,9,0.0413936,36085
11,4,45,3,0.0194533,36085
11,4,242,2,0.0083181,36085
11,4,25,4,0.00150335,36085
11,4,242,11,0.110993,36085
11,4,242,10,0.081607,36085
11,4,242,9,0.0642564,36085
11,4,242,8,0.0398954,36085
11,4,242,7,0.0136213,36085
11,4,242,6,0.017980199999999998,36085
11,4,242,5,0.0261288,36085
11,4,242,13,0.218958,36085
11,4,242,3,0.00828177,36085
11,4,242,14,0.108559,36085
11,4,242,1,0.0165272,36085
11,4,232,16,0.0262725,36085
11,4,232,15,0.0354038,36085
11,4,232,14,0.11568,36085
11,4,232,13,0.18658,36085
11,4,232,12,0.188916,36085
11,4,232,11,0.122628,36085
11,4,95,16,0.0100975,36085
11,4,242,4,0.014481,36085
11,4,15,7,0.0144515,36085
11,4,25,1,0.0118297,36085
11,4,15,16,0.0771649,36085
11,4,15,15,0.0909621,36085
11,4,15,14,0.152708,36085
11,4,15,13,0.23333,36085
11,4,15,12,0.153206,36085
11,4,15,11,0.0865954,36085
11,4,15,10,0.0669663,36085
11,4,242,12,0.172924,36085
11,4,15,8,0.0245932,36085
11,4,45,13,0.154465,36085
11,4,15,6,0.0196006,36085
11,4,15,5,0.00399693,36085
11,4,15,4,0.00803653,36085
11,4,15,3,0.0127162,36085
11,4,15,2,0.0138968,36085
11,4,15,1,0.00514907,36085
11,4,242,16,0.0314804,36085
11,4,242,15,0.0659878,36085
11,4,15,9,0.0366266,36085
11,4,75,16,0.012445,36085
11,4,75,7,0.0449717,36085
11,4,85,9,0.0183959,36085
11,4,85,8,0.0167109,36085
11,4,85,7,0.0179091,36085
11,4,85,6,0.0238218,36085
11,4,85,5,0.0355905,36085
11,4,85,4,0.0975704,36085
11,4,85,3,0.226529,36085
11,4,85,11,0.0461343,36085
11,4,85,1,0.0506571,36085
11,4,85,12,0.0579675,36085
11,4,75,15,0.0180857,36085
11,4,75,14,0.0396652,36085
11,4,75,13,0.0688107,36085
11,4,75,12,0.095327,36085
11,4,75,11,0.101704,36085
11,4,75,10,0.0798061,36085
11,4,75,9,0.0651498,36085
11,4,45,11,0.0941557,36085
11,4,85,2,0.279919,36085
11,4,95,5,0.0548086,36085
11,4,95,15,0.00848726,36085
11,4,95,14,0.0324283,36085
11,4,95,13,0.106283,36085
11,4,95,12,0.117918,36085
11,4,95,11,0.0880404,36085
11,4,95,10,0.0648438,36085
11,4,95,9,0.0496408,36085
11,4,95,8,0.0308452,36085
11,4,85,10,0.0284859,36085
11,4,95,6,0.0361695,36085
11,4,75,6,0.0561568,36085
11,4,95,4,0.0945915,36085
11,4,95,3,0.143646,36085
11,4,95,2,0.0998327,36085
11,4,95,1,0.0344746,36085
11,4,85,16,0.00413964,36085
11,4,85,15,0.00701351,36085
11,4,85,14,0.0306107,36085
11,4,85,13,0.0585454,36085
11,4,95,7,0.0278931,36085
11,4,55,6,0.00385179,36085
11,4,75,8,0.0514095,36085
11,4,55,15,0.14519,36085
11,4,55,14,0.191785,36085
11,4,55,13,0.187214,36085
11,4,55,12,0.112622,36085
11,4,55,11,0.0877001,36085
11,4,55,10,0.0301532,36085
11,4,55,9,0.012389,36085
11,4,65,1,0.0149395,36085
11,4,55,7,0.00445543,36085
11,4,65,2,0.0155901,36085
11,4,55,5,0.0164132,36085
11,4,55,4,0.00928454,36085
11,4,55,3,0.00830722,36085
11,4,55,2,0.0241743,36085
11,4,55,1,0.0738452,36085
11,4,45,16,0.0777718,36085
11,4,45,15,0.134141,36085
11,4,45,14,0.193289,36085
11,4,55,8,0.0161545,36085
11,4,65,11,0.143765,36085
11,4,75,5,0.0439657,36085
11,4,75,4,0.0938614,36085
11,4,75,3,0.125511,36085
11,4,75,2,0.082056,36085
11,4,75,1,0.0210749,36085
11,4,65,16,0.0456465,36085
11,4,65,15,0.0665831,36085
11,4,65,14,0.149324,36085
11,4,55,16,0.076461,36085
